,0
2021-11-12,0.10480852789812167
2021-11-15,0.10654104893967567
2021-11-16,0.10982071100199013
2021-11-17,0.11544983638656477
2021-11-18,0.12103125731076371
2021-11-22,0.12753173024491504
2021-11-23,0.13024871549832115
2021-11-24,0.13194559557635918
2021-11-25,0.13219329478589414
2021-11-26,0.1377352653501694
2021-11-29,0.14439030358629396
2021-11-30,0.14695845668693083
2021-12-01,0.1488885695154572
2021-12-02,0.15114008161582657
2021-12-03,0.153941397004879
2021-12-06,0.15866755463406843
2021-12-07,0.16200595587946195
2021-12-08,0.1648865800659761
2021-12-09,0.16772939940083811
2021-12-10,0.16968996203276132
2021-12-13,0.17095193252260155
2021-12-14,0.17276928194525665
2021-12-15,0.17525531006390305
2021-12-16,0.1778598040678726
2021-12-17,0.18179323435558592
2021-12-20,0.18690589712379052
2021-12-21,0.18790712807022303
2021-12-22,0.1891586120517982
2021-12-23,0.18939312901403166
2021-12-24,0.19056023622952886
2021-12-27,0.19005187981274713
2021-12-28,0.1894626563829562
2021-12-29,0.18881026684375016
2021-12-30,0.18808603298627424
2021-12-31,0.18738541575000017
2022-01-03,0.18685097394439917
2022-01-04,0.18702200734583221
2022-01-05,0.18671062649815848
2022-01-06,0.1860478453270309
2022-01-07,0.18544781223745613
2022-01-10,0.18478125105613752
2022-01-11,0.18417530894817488
2022-01-12,0.18383571542084243
2022-01-13,0.1840495778981865
2022-01-14,0.18446726254221027
2022-01-17,0.18622086672217847
2022-01-18,0.18874241793705554
2022-01-19,0.18954996414108988
2022-01-20,0.1891416468270927
2022-01-21,0.18810657081197993
2022-01-24,0.1871925365599911
2022-01-25,0.18596555005905435
2022-01-27,0.18520777807616484
2022-01-28,0.18416292935477238
2022-01-31,0.1828043219849871
2022-02-01,0.18162645419515408
2022-02-02,0.18054067320237968
2022-02-03,0.17961221174832595
2022-02-04,0.17906737828027539
2022-02-07,0.17884488509446028
2022-02-08,0.17902129520382154
2022-02-09,0.17900915319365643
2022-02-10,0.17867696901047275
2022-02-11,0.17953438950923628
2022-02-14,0.18423189804834664
2022-02-15,0.18625431342906618
2022-02-16,0.18815212764479544
2022-02-17,0.1889242487718182
2022-02-18,0.18989355007476935
2022-02-21,0.1910678246556869
2022-02-22,0.19164683119689527
2022-02-23,0.19103808872251202
2022-02-24,0.19429418845288196
2022-02-25,0.1941561104070672
2022-02-28,0.19375318493504556
2022-03-02,0.19385161033641118
2022-03-03,0.19489689871357788
2022-03-04,0.1986627651557754
2022-03-07,0.20281736015047447
2022-03-08,0.20526529044968822
2022-03-09,0.2059129424189291
2022-03-10,0.20587234303728708
2022-03-11,0.20595004570707412
2022-03-14,0.2061630315212196
2022-03-15,0.20637453022584792
2022-03-16,0.20600537221837933
2022-03-17,0.20545625507431067
2022-03-21,0.20487270165004579
2022-03-22,0.2042375645958717
2022-03-23,0.20364720054943775
2022-03-24,0.20323897242774738
2022-03-25,0.2028366205113524
2022-03-28,0.20230727518969108
2022-03-29,0.20526849802123154
2022-03-30,0.20593769685298957
2022-03-31,0.20601397953463974
2022-04-01,0.20681149047078942
2022-04-04,0.20863929988662616
2022-04-05,0.21302958618136703
2022-04-06,0.2191259168376987
2022-04-07,0.22312746417225526
2022-04-08,0.22659990375302166
2022-04-11,0.22930942377356514
2022-04-12,0.23045989455411872
2022-04-13,0.23160329088208478
2022-04-18,0.2328530885300162
2022-04-19,0.23253241504905425
2022-04-20,0.23203392406906384
2022-04-21,0.23219747994113596
2022-04-22,0.23181472919404786
2022-04-25,0.23094797021025798
2022-04-26,0.23034661544091972
2022-04-27,0.22964613329563022
2022-04-28,0.22928157400623425
2022-04-29,0.22859840102462636
2022-05-02,0.22777728185715226
2022-05-04,0.22698381862915504
2022-05-05,0.22660460284142833
2022-05-06,0.22740309241682485
2022-05-09,0.2294580935357986
