,0
2021-08-11,0.10432535758306748
2021-08-12,0.10367499303481374
2021-08-13,0.1033155993451018
2021-08-16,0.10376658335879034
2021-08-17,0.10400917760960317
2021-08-18,0.10300077619992078
2021-08-20,0.10231044550572166
2021-08-23,0.10447654045198518
2021-08-24,0.10524664471805814
2021-08-25,0.10579178381475064
2021-08-26,0.10536265217614157
2021-08-27,0.10407570001145701
2021-08-30,0.10265559908044872
2021-08-31,0.10129057393021894
2021-09-01,0.10041368727330699
2021-09-02,0.09937089458982043
2021-09-03,0.09867819879706691
2021-09-06,0.09822528318481544
2021-09-07,0.09710672346358729
2021-09-08,0.09667881069711957
2021-09-09,0.09715158652532162
2021-09-13,0.09826472637405226
2021-09-14,0.09872408152191271
2021-09-15,0.1003707581295927
2021-09-16,0.10205052543124687
2021-09-17,0.1017657799004217
2021-09-20,0.10039493906227917
2021-09-21,0.10073083145668528
2021-09-22,0.10267696062156421
2021-09-23,0.10486471131036261
2021-09-24,0.10549580710033424
2021-09-27,0.10538564303982548
2021-09-28,0.1038477212288704
2021-09-29,0.10185084088449342
2021-09-30,0.09998032763598211
2021-10-01,0.09848717439356663
2021-10-04,0.09707672720706699
2021-10-05,0.0956333684291762
2021-10-06,0.0952788794200947
2021-10-07,0.09392870640731749
2021-10-08,0.09290937285558117
2021-10-11,0.0917683074692004
2021-10-12,0.09057382121294162
2021-10-13,0.08964645097082641
2021-10-14,0.08880550459146447
2021-10-18,0.087698884429674
2021-10-19,0.08685527308984482
2021-10-20,0.0860492999352958
2021-10-21,0.08540269543130799
2021-10-22,0.08602847768876529
2021-10-25,0.0900261283124074
2021-10-26,0.09096063803525323
2021-10-27,0.09153772578278548
2021-10-28,0.09415127664611568
2021-10-29,0.09779763424137956
2021-11-01,0.09886105231861135
2021-11-02,0.09961559194569265
2021-11-03,0.10176766892889956
2021-11-04,0.10321404295507183
2021-11-08,0.10247754601404183
2021-11-09,0.10236873577686245
2021-11-10,0.10246835361328241
2021-11-11,0.10397350769065467
2021-11-12,0.10480852789812167
2021-11-15,0.10723140171759273
2021-11-16,0.11136162572541071
2021-11-17,0.11748248926500673
2021-11-18,0.12392847830010816
2021-11-22,0.13045792535298442
2021-11-23,0.1326302441120116
2021-11-24,0.13360054881084188
2021-11-25,0.132893624968854
2021-11-26,0.13829804399077986
2021-11-29,0.14536280245531652
2021-11-30,0.14840272775797284
2021-12-01,0.15051412075756737
2021-12-02,0.15293026220402484
2021-12-03,0.15554008393212576
2021-12-06,0.15853213638961575
2021-12-07,0.1606089383836059
2021-12-08,0.16173561637610115
2021-12-09,0.16310865821852072
2021-12-10,0.16512202023966244
2021-12-13,0.16547313169783767
2021-12-14,0.16493640716125682
2021-12-15,0.16394789464667522
2021-12-16,0.16376852129160496
2021-12-17,0.1670142603484435
2021-12-20,0.17232263647821677
2021-12-21,0.1730858482586879
2021-12-22,0.17407374061139597
2021-12-23,0.17396163872843856
2021-12-24,0.1749724518128294
2021-12-27,0.17454766854478293
2021-12-28,0.17421306341871481
2021-12-29,0.17342713816394395
2021-12-30,0.17298221256379206
2021-12-31,0.1724282834830234
2022-01-03,0.17277927617720554
2022-01-04,0.17488057646755348
2022-01-05,0.17595178888421037
2022-01-06,0.1761860768656412
2022-01-07,0.17649140766064986
2022-01-10,0.17674066771154606
2022-01-11,0.1768996223006126
2022-01-12,0.177659313875033
2022-01-13,0.17944006470652749
2022-01-14,0.18134304270832174
2022-01-17,0.18552557735066183
2022-01-18,0.19069235710967256
2022-01-19,0.19320509282525802
2022-01-20,0.19413857307409188
2022-01-21,0.19387919294357134
2022-01-24,0.19331941310607634
2022-01-25,0.1925095143820782
2022-01-27,0.19255704773827273
2022-01-28,0.19234622805005372
2022-01-31,0.19204445027668718
2022-02-01,0.19181414463131907
2022-02-02,0.19134981234210513
2022-02-03,0.1905456442534178
2022-02-04,0.1905907794522727
2022-02-07,0.19085622389529305
2022-02-08,0.19164750690647397
2022-02-09,0.19222206646307902
2022-02-10,0.19283868443506097
2022-02-11,0.19472027716681425
2022-02-14,0.20191733035229864
2022-02-15,0.20560053850866858
2022-02-16,0.20927332609354551
2022-02-17,0.2116635026158674
2022-02-18,0.2144350357405627
2022-02-21,0.21784764927187192
2022-02-22,0.22011473635477144
2022-02-23,0.2209660038780101
2022-02-24,0.22644452585224448
2022-02-25,0.2274624849540353
2022-02-28,0.2279312795985865
2022-03-02,0.2288687168055222
2022-03-03,0.23106597190724154
2022-03-04,0.2369342032851666
2022-03-07,0.2430604513888352
2022-03-08,0.24623440851032377
2022-03-09,0.2468718869165522
2022-03-10,0.2469984053177345
2022-03-11,0.2465566353941897
2022-03-14,0.24455402376421706
2022-03-15,0.2421384078630035
2022-03-16,0.24017383738650538
2022-03-17,0.2365344525281146
2022-03-21,0.23211610532846777
2022-03-22,0.2292584936438134
2022-03-23,0.22912003822205748
2022-03-24,0.22637551718166524
2022-03-25,0.22166251028776957
2022-03-28,0.2160696566635755
2022-03-29,0.22029806859510473
2022-03-30,0.22010197069377424
2022-03-31,0.21990001765227762
2022-04-01,0.22246831929425664
2022-04-04,0.22869879477153673
2022-04-05,0.24033476175177523
2022-04-06,0.2554489402046256
2022-04-07,0.2660867747945066
2022-04-08,0.27622317828604775
2022-04-11,0.2842118391552825
2022-04-12,0.28910487949283675
2022-04-13,0.29407726368494097
2022-04-18,0.2993402419307975
2022-04-19,0.3010856399420234
2022-04-20,0.3026606929073025
2022-04-21,0.3057233283858129
2022-04-22,0.3076418259294166
2022-04-25,0.30765628623822827
2022-04-26,0.3093670031932099
2022-04-27,0.31109722529025413
2022-04-28,0.31285575242934793
2022-04-29,0.31416144666992457
2022-05-02,0.31491175745798977
2022-05-04,0.31479658150769535
2022-05-05,0.31456985182248437
2022-05-06,0.3161641212307143
2022-05-09,0.3198334327526237
2022-05-10,0.32446573349329033
2022-05-11,0.3292365765901265
2022-05-12,0.3381142996620643
2022-05-13,0.34631952768109947
2022-05-16,0.3511614012444626
2022-05-17,0.353562123050824
2022-05-18,0.35558872161568117
2022-05-19,0.3585142733961653
2022-05-20,0.36000046087752713
2022-05-23,0.3620989931197244
2022-05-24,0.36358438259548737
2022-05-25,0.3638216575775549
2022-05-26,0.36547140446313403
2022-05-27,0.365831966932692
2022-05-30,0.36661930648529406
2022-05-31,0.36595560062232274
2022-06-01,0.3647995787153108
2022-06-02,0.3647019673493719
2022-06-03,0.36449854122848674
2022-06-06,0.364140893869463
2022-06-07,0.36365202704059574
2022-06-08,0.36276145531119186
2022-06-09,0.3625367154229519
2022-06-10,0.36321050372400243
2022-06-13,0.3626095851448399
2022-06-14,0.3622299530259958
2022-06-15,0.36236198976807504
2022-06-16,0.36260591524250774
2022-06-17,0.3612985408536214
2022-06-20,0.3608351643626607
2022-06-21,0.35837516802497965
2022-06-22,0.35519538618454644
2022-06-23,0.35389645374419076
2022-06-24,0.3525856720319588
2022-06-27,0.35209028490941463
2022-06-28,0.35143610178469786
2022-06-29,0.35189053162473954
2022-06-30,0.3522628901283842
2022-07-01,0.3521808314904445
2022-07-04,0.3516962295593259
2022-07-05,0.3510991308243917
2022-07-06,0.3497937068063624
2022-07-07,0.3484095404247693
2022-07-08,0.3474186930546207
2022-07-11,0.34784065890854
2022-07-12,0.34984384446052796
2022-07-13,0.3523489943818711
2022-07-14,0.3545824120387292
2022-07-15,0.35896380010133644
2022-07-18,0.3659902717835665
2022-07-19,0.3749253679701718
2022-07-20,0.3791436970555514
2022-07-21,0.38549567948964336
2022-07-22,0.39134686708585803
2022-07-25,0.39623377210204164
2022-07-26,0.39980977456357747
2022-07-27,0.4040868590429738
2022-07-28,0.40953691937031717
2022-07-29,0.4172309243473199
2022-08-01,0.4256869840268613
2022-08-02,0.43341256956863433
2022-08-03,0.4404975227083315
2022-08-04,0.4460266342938769
2022-08-05,0.4505989504226195
2022-08-08,0.45452854429823986
2022-08-10,0.4574858171845824
2022-08-11,0.4610304293347786
2022-08-12,0.4643061589858336
2022-08-16,0.4686208153073693
2022-08-17,0.4715531439971927
2022-08-18,0.47109337631118425
2022-08-19,0.47102051583005144
2022-08-22,0.4698670741664444
2022-08-23,0.46967917920805125
2022-08-24,0.46934803973781697
2022-08-25,0.4691132371710211
2022-08-26,0.4703548986691014
2022-08-29,0.4717704132981986
2022-08-30,0.46981593115658027
2022-09-01,0.47013740506153895
2022-09-02,0.47040433590400804
2022-09-05,0.4702397783205045
2022-09-06,0.4696076283480306
2022-09-07,0.46562022810882636
2022-09-08,0.4611685499950438
2022-09-09,0.4579569168257697
2022-09-12,0.4568496294366353
2022-09-13,0.4564048904968192
2022-09-14,0.4552127960685536
2022-09-15,0.45325040817103024
2022-09-16,0.4513755249431635
2022-09-19,0.45203388392046573
2022-09-20,0.4523890165737362
2022-09-21,0.4522841749001117
2022-09-22,0.4526857376150696
2022-09-23,0.4536703556315851
2022-09-26,0.45627504293373194
2022-09-27,0.45916534208234866
2022-09-28,0.4616171159144913
2022-09-29,0.4642227782808967
2022-09-30,0.4660602683859519
2022-10-03,0.4672679841675768
2022-10-04,0.46759254279532486
2022-10-06,0.4668287678846921
2022-10-07,0.4639753539034686
2022-10-10,0.45956990175426965
2022-10-11,0.45769745786187044
2022-10-12,0.45603124163190306
2022-10-13,0.455222745712508
2022-10-14,0.4548979726137804
2022-10-17,0.4540012754897471
2022-10-18,0.4521404464096846
2022-10-19,0.4518743630669457
2022-10-20,0.45197173900364374
2022-10-21,0.4514058527192131
2022-10-24,0.45120104625550356
2022-10-25,0.4516800895152945
2022-10-27,0.4534795867832229
2022-10-28,0.45503634108183383
2022-10-31,0.4568401556228525
2022-11-01,0.4592037098056218
2022-11-02,0.4611130690939696
2022-11-03,0.4639022829124954
2022-11-04,0.46447743564564287
2022-11-07,0.46363068789344875
2022-11-09,0.4603398603584322
2022-11-10,0.45542706694370944
2022-11-11,0.45073460867583337
2022-11-14,0.44062130820960727
2022-11-15,0.4301156916922016
2022-11-16,0.4224364850786984
2022-11-17,0.4171618476904342
2022-11-18,0.4117447230383051
2022-11-21,0.4046367059982143
2022-11-22,0.3996019907324688
2022-11-23,0.39194594193534826
2022-11-24,0.3834270822820451
2022-11-25,0.37595017789053475
2022-11-28,0.3673989558244569
2022-11-29,0.36118934063785074
2022-11-30,0.3554662127850517
2022-12-01,0.35084249621254143
2022-12-02,0.34601636335757935
2022-12-05,0.343610725546838
2022-12-06,0.34041261402055134
2022-12-07,0.33871489732425947
2022-12-08,0.3374390154867896
2022-12-09,0.3370307459276313
2022-12-12,0.3373390126673707
2022-12-13,0.33799569130861895
2022-12-14,0.3377664577752026
2022-12-15,0.33639428650755737
2022-12-16,0.3330000180525099
2022-12-19,0.32672815941136935
2022-12-20,0.3229622129743011
2022-12-21,0.31333436700389844
2022-12-22,0.3091299461679718
2022-12-23,0.30787411652303565
2022-12-26,0.30976708598357583
2022-12-27,0.3110572237878095
2022-12-28,0.3125774900254763
2022-12-29,0.3131440632427115
2022-12-30,0.31296155400336506
2023-01-02,0.31160108191542324
2023-01-03,0.3107933506759151
2023-01-04,0.31279068685848693
2023-01-05,0.31388947969285463
2023-01-06,0.3185559380578003
2023-01-09,0.32171457166372636
2023-01-10,0.32504443899676316
2023-01-11,0.32923183022586283
2023-01-12,0.3347447384806891
2023-01-13,0.33871616875633814
2023-01-16,0.3418894249398405
2023-01-17,0.34320510738587934
2023-01-18,0.34088424324341243
2023-01-19,0.3348722329585193
2023-01-20,0.33143240046206646
2023-01-23,0.3244831560381253
2023-01-24,0.3187130019129815
2023-01-25,0.3152475333212938
2023-01-27,0.3143104447608014
2023-01-30,0.31302107329885226
2023-01-31,0.3097495975068005
2023-02-01,0.30484835804152116
2023-02-02,0.29795397698279613
2023-02-03,0.291167788083532
2023-02-06,0.28429744501829285
2023-02-07,0.27834963658880235
2023-02-08,0.2736510921817147
2023-02-09,0.26901050269731813
2023-02-10,0.2649663682226872
2023-02-13,0.2587340969981681
2023-02-14,0.25244958406437834
2023-02-15,0.24297497198492257
2023-02-16,0.233299594705204
2023-02-17,0.22574116903423258
2023-02-20,0.22096976815122887
2023-02-21,0.21926880332430096
2023-02-22,0.21907417494472092
2023-02-23,0.21810000849115235
2023-02-24,0.21516852476379877
2023-02-27,0.2090725793507429
2023-02-28,0.2058891571544696
2023-03-01,0.20126976395807428
2023-03-02,0.19878958857390752
2023-03-03,0.19763849345077758
2023-03-06,0.1957019406950892
2023-03-08,0.19320488113034753
2023-03-09,0.1908317013811866
2023-03-10,0.18875847193365095
2023-03-13,0.18761525698224837
2023-03-14,0.18623861190881746
2023-03-15,0.18426536878752783
2023-03-16,0.18291181677595766
2023-03-17,0.18304778466007457
2023-03-20,0.18634424670982674
2023-03-21,0.18817873179817535
