,Consumer Defensive_PC1,Consumer Defensive_PC2,Consumer Defensive_PC3,Consumer Defensive_PC4,Consumer Defensive_PC5,Consumer Defensive_PC6,Consumer Defensive_PC7,Consumer Defensive_PC8,Consumer Defensive_PC9,Consumer Defensive_PC10
2021-05-14,0.08634844309952298,-1.7277046445416493,0.7665823079921918,-0.25568420372841966,0.198646771517176,0.6019664131810162,-2.434049422274005,0.8718862784158657,0.22566484607410836,1.9844446631901254
2021-05-17,-0.035755551252496284,-1.336396767206556,0.9406421140913978,0.19805128000524275,-0.1731676314887567,0.436668861351552,-2.293007794398692,0.646721407213009,-0.3215712301114957,1.4986135210672384
2021-05-18,-0.27832023431207414,-0.9071352599080976,0.8881635012748856,0.5984662411092206,-0.32556082313950996,0.9912111829631453,-1.8494508931591023,1.0660917207043654,-0.21907067525457896,1.5164329041341653
2021-05-19,-0.23993528007226914,-1.1270804647761694,0.7577663981906495,0.8847445381886052,-0.04619967758645037,1.2518787239418387,-2.13572937194516,0.9790087909776908,-0.3747493506614009,1.3682655369890804
2021-05-20,-0.13957171852735684,-1.6803704458372517,1.0541014176445587,1.3019554792343353,0.2752601041880121,0.6920686634670882,-2.0348509027387727,1.1373029819978437,-0.5908959616034982,1.185267351744188
2021-05-21,0.18697409158470504,-1.4847387118018063,1.2602936164258012,1.0550505690925387,0.2503123610312044,0.3837717079492195,-1.9083454826216861,1.3799970187702406,-0.9139098476746564,1.1074269561750492
2021-05-24,0.4370646847808532,-1.7768429462876771,1.1085894598366328,1.329640236649643,0.46666147629882565,0.14912145887611394,-1.6640643173783427,1.5380163598851218,-1.0640321764671972,1.2730637687766146
2021-05-25,1.3388094323015725,-1.4363228731464674,1.355229915984833,1.6962770190233154,0.5128717040124083,0.0021410051907807945,-1.9038073915424079,1.7177756535179427,-1.3919563737028557,0.6672702437105508
2021-05-26,1.493679227553663,-1.4575417548589225,1.0611977211513877,1.1255702963180947,0.469181446067711,0.0026269329966591656,-2.0176726445835924,1.3270931463464135,-1.3336565249556211,0.7934959343860238
2021-05-27,1.4374203371978937,-1.376446795712616,1.3744648731542604,1.1617426253746803,0.14649472066855446,-0.1972464380484457,-2.414763600833366,1.8036167644688539,-1.0482253327826683,0.9142498259331283
2021-05-28,1.3104110386969692,-1.0818988864556112,1.5355222749102517,1.0270946480580652,0.06946556620010051,-0.8792464672948643,-2.3418426803949703,1.592688591282275,-1.1591615944700902,0.7526704725739896
2021-05-31,1.9312266339767632,-0.9132062014412423,1.6156407575282188,1.0066831711036515,0.18313021827547613,-1.1449698012061182,-2.428547422770266,1.6769298069911787,-1.0094461310467353,0.8485441985647244
2021-06-01,2.2713439011139154,-0.6405340048865227,1.5174072798819978,0.7119604481340633,-0.02181333162680111,-1.2689584880847002,-2.389075004666519,1.928881912060066,-1.050677924183968,0.8416660952745914
2021-06-02,1.4689744099672664,-0.46189745044425784,1.3175135236176272,0.7699269664984268,-0.48236129276853784,-1.326521485962843,-1.85895129763641,1.1222950127122293,-1.4045838152608099,0.8392043548368798
2021-06-03,2.1095852514231135,-0.36873531690731637,1.0167797555219737,1.0495704435650635,-0.5926766100173185,-1.412538945187077,-1.5558987720532056,0.5013866849239709,-1.2638544514341936,1.0087212065887425
2021-06-04,1.8985387690938678,-0.7271859225970891,0.9482504344131284,1.243706776792299,-0.394693896036129,-0.7435841633744477,-1.3706813993753038,0.15360349417156158,-1.126703027196,0.8276659919997076
2021-06-07,1.9577672656064413,-0.5428380977791382,0.7561512500691587,1.75684570727861,0.10990971207667105,-0.7083577447669189,-0.8371668235866525,-0.25906589274535397,-1.360225345578825,0.6450610238580621
2021-06-08,2.5543545845410534,-0.5776993665909053,0.3775860383928186,1.5160562063315017,-0.09951953832572479,-0.6886357375290382,-0.6901562005883227,-0.7760237828764901,-0.8802398729299846,0.7098925407465235
2021-06-09,2.7086346910115484,-0.6819357662815797,0.14798453705845502,1.5993968224755806,0.2583363118237079,-0.5308147925878447,-0.615509320473066,-0.6207080022320893,-0.7620740089711834,0.4891080990585052
2021-06-10,3.0484573325445052,-0.6980273091405066,0.12692026052913133,1.4253977560556048,0.5546218964891365,-0.47448229412218995,-0.5270489267109629,-0.7928074555927402,-0.9469539793904381,0.7336324090912606
2021-06-11,2.545528299934595,-0.5951971590978001,0.6733082951177455,1.3782342374980778,0.288342769600272,0.0572877905824956,0.4368848560054004,0.1308079760068463,-0.2531463072536938,-0.6453451649748089
2021-06-14,1.9316425414321767,-0.7754749240396686,-0.08704631059799019,1.2678340471664755,0.46909871928396785,0.15409415236657592,-0.14117487891554073,-0.3306069652592981,-0.11880035544630956,-0.36876479916576177
2021-06-15,2.385526892526006,-0.6458746306138587,-0.3596497653065268,1.1512730972179148,0.7171762756307393,0.10476434644902065,-0.4285026936008711,0.13768141247323304,0.009484011145169577,-0.290152422358325
2021-06-16,2.734304659470813,-0.4819371660741413,-0.24779793656986634,1.0537503929989043,0.6345017130222862,-0.2640868362031166,-0.4430514053438024,0.1129772685441003,0.15851635327500235,-0.27334333486870577
2021-06-17,2.5409129778948674,-0.5592802498962496,-0.10382570315360858,0.6883883770098684,0.5215323844668254,-0.02187365243369469,-0.49828979421779285,0.2759361430522913,0.43954776756453184,-0.20236546364106853
2021-06-18,2.7514077425545866,-0.32759329371612217,-0.45779789619914657,-0.004247831390914946,0.7868633140463522,0.0946176148588752,-0.3966608273815696,0.3379404869354682,0.7611685041335279,-0.48471326500621104
2021-06-21,2.620668319427854,-0.5112404669098732,-0.4998633752318735,-0.08260646188018751,0.8686820325959891,0.8691945164823525,-0.6244637514135827,0.33624268446611427,0.9775765509984349,-0.48885411812373986
2021-06-22,2.8074372015292024,-0.35443996050166376,-0.3935784625426429,0.19056217013453272,0.5690508002380941,1.0877358397584846,-0.8477515449370643,-0.09838629929165997,0.9724695658907573,-0.6758807860867261
2021-06-23,2.151195224957039,-0.29031577282693655,-0.9381875036308809,-0.6382557441112691,0.3989006551549164,0.7128627285214766,-0.45735489233186927,-0.19794043591580468,1.2438625544563515,-0.14268813952754378
2021-06-24,2.328424915411681,-0.09097544824457923,-0.6565036227485429,-0.7465331402106198,-0.01383052051559495,0.5135131451629409,-0.48327855149384913,0.04065776705035561,1.3838152669554025,-0.6189415312788858
2021-06-25,1.7055909347053106,0.16705151681075422,-0.6927356314282166,-0.6205542830016317,0.15501497140437348,0.6255263453586674,-0.24818854459618298,-0.5259357897336876,1.1870118236666651,-0.571990463934042
2021-06-28,1.8434590123947745,-0.012025536973249103,-0.9890697299669459,-0.351209264114509,0.05708904400345255,1.302301766404793,0.03529852507285118,-0.353299688045468,1.168890397583757,-0.4920048253426084
2021-06-29,1.8228654634632608,-0.607264648224111,-0.8848764272006214,-0.6551380562474285,-0.11238621164254095,1.7912960800999167,-0.379797279752927,0.11033980975993996,1.22359854593723,-0.4130260129647834
2021-06-30,1.7245578782332924,-0.622608124851362,-0.8291934144417359,-0.38448680038553207,-0.0647529877163152,1.5659288830681277,-0.18364504945381907,-0.17716700478893888,0.9544785012016438,-0.46952869267778913
2021-07-01,1.974768359868601,-0.3989006264350707,-0.6537780779430789,-0.38770596284765774,0.018091757461374647,1.2435922316081032,-0.2505889478240205,-0.4060354863696612,0.9283784469002541,-0.41704529563332104
2021-07-02,1.2254496973171427,-0.10179195559794946,-0.6989380702637598,-0.13635018170081678,0.05276172823357803,1.156505461865977,-0.09040585314927521,-0.780348389034747,0.8092678921827191,-0.44320057491617354
2021-07-05,1.5697200279042591,0.05857559147890648,-0.6341105306173882,-0.5790837252769817,-0.10136497154283493,0.5264388280676137,-0.7101899035625014,-0.08721021880833507,0.8333016121821744,0.03179686031515778
2021-07-06,1.0699655133667483,0.03793579250632114,-0.9656400532700414,-0.8320535744978981,-0.1887009443005198,0.2345918764986205,-1.1674746800375762,-0.47404383530480276,0.6609408150481976,0.3933800614450244
2021-07-07,1.067374262395548,-0.1411739943275394,-0.6477377279942287,-0.38220079600382667,-0.020229797177794863,-0.1521945821259362,-1.365904844886825,0.16706919319380975,0.494947135732867,0.15119746855198052
2021-07-08,0.9763033520979708,-0.29859683819323196,-0.6128276165755263,-0.3107286710698287,-0.04627639452602881,-0.36507607705888656,-1.2925631305003644,-0.09161981066279576,0.47947303732286123,0.12302548227501052
2021-07-09,0.5117501409869138,-0.24986682036888186,-0.6961820668982569,-0.36946062115889755,-0.378846643189673,-0.21566995492662425,-1.084767730301181,-0.022107008542602443,0.5456830934753063,0.010867721069628689
2021-07-12,0.6146093915047246,-0.46876963223840273,-0.45195158653981077,-0.3512418447656385,-0.4908155984426371,-0.040141362152991446,-0.7766843513375619,0.10546931760931379,0.44359652532270133,-0.05827770619165885
2021-07-13,0.31132363489252,-0.5144946102588146,-0.19225092377396436,-0.08083155910428967,-0.36471597016010043,0.03380689226078651,-0.46252327184002207,0.27566428657139297,0.4669902209540516,-0.24011397947667165
2021-07-14,-0.4048028285940858,-0.49000228406079727,0.008691214001296497,-0.2010060300388119,-0.5007220436023233,0.02749876387425694,-0.18479589217812445,-0.04472123989792591,0.4192023071069597,0.032646137441345695
2021-07-15,-0.5203950471655152,-0.6923584782798642,0.17058892973171205,-0.08166493751639399,-0.03546128746085549,-0.25348370592672664,-0.5022612633385454,-0.033241903969636326,0.26071705167328596,0.13784156017814234
2021-07-16,-0.7955563465321174,-0.39201566828320517,0.17865338117242904,0.14459182453459704,0.1661612773194281,-0.22430512174346368,-0.3161848390627341,-0.5141574146337771,-0.1496963205454978,0.348783324442955
2021-07-19,-0.6147145728309923,-0.0702443932036166,0.3997955427964507,0.5523604810448587,-0.2826264548650964,-0.388860947761841,-0.5429569916411784,-0.4080597842049632,-0.16239040959594664,0.532799984144387
2021-07-20,-0.5565800147065199,-0.19840307644268332,0.3503482236267051,0.4832176399197406,-0.14133316096274687,-0.9971409020341409,-0.6551951738406941,-0.061837424588327645,-0.23272529646972848,0.4857404200305735
2021-07-22,-0.30486834007407887,-0.25419809350364214,0.21560038134498807,0.4526228941496134,-0.37740369948745045,-1.371691088773271,-0.7581949855502205,0.15964238288599092,-0.3669681662566548,0.8680421205942058
2021-07-23,0.06280877896037595,-0.15662969319720718,0.6736925007979109,0.7113416899411988,-0.3728304507793717,-0.9648043035578124,-0.9244466693170615,0.1361672108492753,-0.24538384638232857,1.1108201672783784
