,Global_PC1,Global_PC2,Global_PC3,Global_PC4,Global_PC5,Global_PC6,Global_PC7,Global_PC8,Global_PC9,Global_PC10,Global_PC11,Global_PC12,Global_PC13,Global_PC14,Global_PC15,Global_PC16,Global_PC17,Global_PC18,Global_PC19,Global_PC20,Global_PC21,Global_PC22,Global_PC23,Global_PC24,Global_PC25,Global_PC26,Global_PC27,Global_PC28,Global_PC29,Global_PC30,Global_PC31,Global_PC32,Global_PC33,Global_PC34,Global_PC35,Global_PC36,Global_PC37,Global_PC38,Global_PC39,Global_PC40,Global_PC41,Global_PC42,Global_PC43,Global_PC44,Global_PC45,Global_PC46,Global_PC47,Global_PC48,Global_PC49,Global_PC50,Global_PC51,Global_PC52,Global_PC53,Global_PC54,Global_PC55,Global_PC56,Global_PC57,Global_PC58,Global_PC59,Global_PC60,Global_PC61,Global_PC62,Global_PC63
2021-05-14,0.950878191854974,3.1616997455226206,3.7153793047623993,1.7811531052151157,1.3609729060899856,0.10137708700562682,-1.839335889387147,3.63946522282296,3.127445512376991,-1.3346674458081793,-1.0671241494493908,1.139434646504412,-1.6667528081223653,1.0267454176275796,-0.7957992007548833,-0.6474319186627421,0.7843828866665115,-1.5741553140873301,-1.75482783477641,1.1837541156437104,1.1087115556074936,1.2204193074944432,-0.8409133383291753,-1.0161289545765877,2.911371206587518,0.2626907876646436,0.7680739385118408,-0.9991721823733587,0.5458890706573877,-0.7944084056172372,1.3386246395928254,-0.9293775275015915,0.4278359741156644,-2.510756027875599,-0.9903254128674785,-0.5640308267842306,1.3091562181089693,1.5062256526212858,-2.106713557449528,0.03562648476931111,2.489985070104514,0.3492762784820925,-1.2862236506171458,0.7101187578436885,-0.8195105722667531,-0.9252207491363621,1.4169605025234149,-1.6747195655276421,-1.4202836951998372,0.26249922769350165,0.020814004174781596,-0.2401139073825158,-0.516396104543712,-1.259772491987177,0.6148291735409929,0.799377226653777,-0.32424661883448336,1.5188284605439981,-0.24101175331686778,-0.9958838640859365,-0.031388794355915024,-1.1475535829575525,0.6179038104016117
2021-05-17,0.7448584014139656,2.6125218803590666,3.3755290859196956,1.398594506971685,1.4176776819949528,1.11029086234839,-2.2358584890427142,3.5961394782913865,3.1706119900343106,-1.2092016136650694,-2.0726472691622675,1.6421877181142366,-1.376952555376757,1.4959415715583815,-1.190013873443026,-0.5936075181201218,1.130863446421862,-1.4280025063188768,-1.864645951471791,1.3881232450295056,0.5310224326503998,1.6642808515179037,-0.2649037121730264,-0.8242700081836908,1.9913934322917584,0.01713449219415854,0.8732202091356962,-0.8877932022654138,-0.2705494728850116,-1.2344553071095514,0.8492449485179805,-0.5834180328417977,0.45352516737341075,-1.9776291599586109,-0.7927141337829312,-0.5239331046576069,1.3304116793305396,0.8785236958399791,-2.0536345516875354,0.23347035335533556,1.7993195421855823,0.3979956635522923,-0.936359969671294,0.61705568003572,-1.0643839530515462,-0.6027466341636875,0.5949683792458539,-1.4241686492187873,-1.56108750989138,0.24004458021782826,0.8213408477504706,-0.5583525434359076,-0.8111959044377152,-1.6470857691964247,0.3028480237604724,0.44439523797085023,-0.39054418064813334,1.3181031080280157,-0.43992809410148037,-1.1540328286394375,0.4889195093624653,-1.0800594498026743,0.5948914767163058
2021-05-18,1.3200071293340254,1.8823009209202128,3.4649974261628205,1.1525363319305189,1.2476623987616975,1.1799912959187873,-2.1911648695647816,3.6527970864432513,2.929727203919078,-1.1649244748900482,-2.0123551571415996,1.414100429715214,-1.3807424341545491,1.0315169972892766,-1.0235614628090721,-0.8319975419328755,1.8378760274651302,-0.38681281439236304,-1.611645293203614,0.7594694177070441,1.311070538801077,1.3569797627215483,-0.3851597148747646,-0.8453384580132336,2.2197736544510467,0.2941908288102475,0.9199595400699798,-1.2447354267388653,0.3376543168834263,-0.8723980398295432,1.2464241943323848,0.03032995309888294,0.04441878579115427,-1.821665847393637,-0.858617239531597,0.36494196054922634,1.2025200261302111,1.405301223601828,-1.520567032972653,0.8120906437459948,2.086545222521008,0.7077935357446202,-1.134456711645755,0.5173453371786604,-0.8312069144155495,-0.475100806145443,0.228603014169103,-0.8364856318738085,-0.8171593818291129,0.29935100048837454,0.8810403592304397,0.6971756512401561,-0.9611383441209552,-0.998815975829919,0.09647219150056341,1.2710955398717843,-1.1705779398675613,1.0155525475474239,0.10490319322722022,-0.9938149887211967,0.2551414785127436,-0.39605614989322824,0.9683654115040115
2021-05-19,1.1165382198868767,1.7132863066654735,3.497440355305208,0.9459916357108565,1.0179234961128285,0.5062739596484037,-1.9613798308541126,3.692580920176831,2.7840882100769035,-1.1891067533560615,-2.2737934979484753,1.814193945012522,-1.5963368286235435,0.6180165779421163,-0.7451189885300894,-0.9196714642472654,1.9425821611979093,-0.13943038316469872,-1.6770373428281484,0.7029048719840062,1.2254260017321217,1.6864994561415738,-0.6459434261862972,-0.6649623193026478,1.7500631157027329,0.8999918609398804,0.5311949302727951,-1.1660661594982686,0.0726763895857992,-1.0345781079242937,1.156496465366289,0.5407176816770232,-0.11291841770076358,-1.8848214375835468,-1.3188470858394854,0.37525535882712036,1.7318853489835224,1.2261552345907785,-1.306225222812877,1.1550442589093746,1.9415481414705933,0.6406713707515047,0.009063156224094182,0.06274520335181036,-1.082392601513897,-0.6322228211965905,0.524200214230177,-1.0692837458610926,-1.378202980300749,0.7870180099241499,0.646548256454995,0.6719381198858989,-0.6944197499028382,-0.43081227068737415,0.29704643493785393,0.6210540217988684,-1.034106163187002,1.1030926701415176,-0.1784944401187665,-1.5521837859190508,0.08604754316160786,-0.28697284840009823,0.47318803981647406
2021-05-20,1.8997413005357144,1.264430471703889,3.619704759047914,0.8118854885333228,1.224633807008368,0.7973229711161252,-1.5448011287362888,3.1947836484370438,2.601236932849785,-1.1376848102554833,-2.8071691010637365,1.9793120855054613,-1.472772941176877,0.07331222698131243,-0.5994615584963191,-0.9866182618114377,2.2107458380384526,-0.1510834205505961,-1.1690552230607123,0.5600751165539879,1.0755811265640067,1.784151244806066,-0.6314283021292477,-0.8044029814943126,1.9257215459632038,0.5969640542836011,0.10319840760963692,-1.2264246030543773,-0.18161776972586124,-0.8459790835956053,1.2025808839870304,0.43561218415500425,-0.5054714407894298,-1.6683136009328088,-1.2394335870442534,0.8892930004591616,2.3433446244740193,0.8502102940472781,-0.9129152826456333,0.7979002944024913,1.6468738534342073,0.6233565007290212,-0.1906156859081608,0.038004923261622976,-1.0479515543305282,-0.406647147483942,-0.015158560865603549,-0.8204585455729388,-1.8235702681209012,0.8840036611686385,0.6117811734960347,0.8353174304927834,-0.43839064614293227,-0.17234450794490996,0.546271114693348,0.9688175273743554,-0.6685381359181004,0.6708379504556266,-0.6817847676946167,-1.5476597806074317,0.18326273351308692,0.21615472869400412,0.06028978470539789
2021-05-21,2.096376031619564,0.9756540415644497,3.5041007364921515,0.7409105703278435,1.1092465787434738,0.8400837613441096,-1.6590928785279722,2.637056925195699,2.915415732918871,-1.2732105889508543,-3.3083699588764226,1.7863896760869866,-2.079611763091909,0.5244703797869408,-0.18663026709244177,-0.7637646754556885,2.388020202588913,0.07063798545206391,-0.8098083941423662,0.5782322966046841,1.228968026399966,1.863327528901727,0.048681545722998744,-0.6194468607709566,2.042491904551682,0.16431925696004085,0.18208563328543087,-0.7053193839115984,-0.3330440240492688,-1.0331416042292814,1.0471955843309215,-0.07394494874052178,-1.3479671182077357,-1.8078497513156024,-1.1922477920259786,0.561756227637812,2.2591133380206907,0.6617419286981848,-1.080684468328767,1.0549715529361305,1.0986707297033167,0.4065357212521698,-0.23859759170267641,0.12759494608470826,-1.1322172675531965,-0.07447835820484011,0.40308353973629385,-0.778594714715777,-2.214387749232289,0.7936472445523248,0.5924388408026389,0.5848136952141796,0.024219499248587895,-0.5038301571822605,0.6558566702052353,0.8937206912455935,-0.6972735862188306,0.5035050643226799,-0.6246588523980569,-1.5284266088420664,0.5856557801240135,0.2956712082407226,-0.18101381800558372
2021-05-24,2.358925831097761,1.1319641582807598,3.9186569835734346,1.3826566593740257,0.8938156553460224,0.8925612200815219,-1.1928340435852196,2.4544242236904084,3.101699521871219,-1.0600410756863714,-3.28502705736614,1.9497119787907065,-2.9227198539899257,0.3707262387890403,-0.6052842986693732,-0.7106113589677192,2.006889793492472,0.5408105122481885,-0.636087960890889,0.5206348215085621,0.44607119207006357,1.7729768790581686,0.5104002847111369,-0.21940564153903955,1.747033738550197,0.1524316202715054,0.17773656942343954,-0.03964262713803116,-0.2503181387969886,-1.1756269807434467,1.2644108530818134,-0.5521408199503087,-1.40907474269942,-1.1020571777859482,-0.16990649920497014,0.6045779837601246,1.958925190421956,0.33234967030977247,-1.0504367340295568,0.20612149800007587,1.1498180125679685,-0.049224862703204766,-0.25783098712602,0.3163426254332711,-1.017878720729082,-0.5068512682627142,0.7428054930203931,-1.1401963356615374,-2.4323805427192675,0.9383926788273405,0.10389518511976853,0.7964318316521758,0.2970522547188762,-0.6673762306287021,0.04856932269188864,0.9978610170392146,-0.14980447846469058,-0.047571323608456825,-0.9201678831573514,-1.209690544858401,0.8974224543121099,-0.34771078766995095,-0.20030405805052864
2021-05-25,2.3624755588834554,1.3397851308070823,3.8753181733026327,1.4453928576817445,0.7902338572884532,0.9457110633245384,-0.9292833707755865,1.8000033519661922,2.6772345172619154,-0.18452621971264527,-3.605364801492519,1.9462897739840221,-3.7565731510893654,0.6720345647425716,-0.7381707995349606,-0.09372921144911765,1.3842821282608475,1.1059783647164683,-0.9182225567508518,0.43374543439945473,0.8692996428814724,1.5343944603114932,0.255233164847062,-0.12729075134319015,1.51878496447182,0.32921046229601775,0.930667055071298,0.5969390964463576,0.1873201364608625,-1.470991354148518,1.5693958194313193,0.0686227803597396,-1.763183253208773,-0.7050018613445984,0.2564342156748217,0.13532949532923197,2.4040638304786315,-0.07873962995040293,-0.6176046053408837,0.05388679831131417,1.0859048171031018,-0.11205516589110541,-0.5866783337520145,0.2619466724723585,-0.8324181955078254,-0.4489426659953932,0.79767221983871,-0.456994402648641,-2.612761081881206,1.0147800204100892,0.19137505607532032,0.6831798145365916,0.6669610420516617,-0.38897142356012293,-0.17382695099684525,0.9790001101033159,-0.547517667650746,-0.36433597499536025,-0.4634245993950776,-1.3567454463433521,0.4613146706283902,0.22954882078093208,-0.3179743691082377
2021-05-26,2.0055798189543372,1.1016757216218898,3.5580670815200977,1.8081709097793364,0.9061228143775363,0.7406434761222546,-0.6099010203077375,1.4524767600860047,2.3023625827835534,0.2517657218527228,-3.203591027923663,1.8075870152934292,-3.961596692092329,0.5840745940786933,-0.723984772834065,-0.9404371410308773,1.4537275966160284,0.978082000272037,-0.9258950983452998,0.2734179865985813,1.1400467978191768,1.096377057820502,-0.5651833338014122,-0.05991503522704425,1.4366726162444639,0.15697697737219204,0.6612024329738365,0.48680115713447725,-0.2539081086299251,-0.9813831024118591,1.7483148152937849,-0.09561712760203149,-1.1713758510493015,-0.9858235323053416,0.8011561230148821,0.20615913115732654,1.8782117052338105,-0.3482861105861564,-0.48016741593058954,0.25187535449476983,0.9675328900747878,-0.02153184327817075,-0.32685966572847963,-0.06232559612284538,-0.8756018241347738,0.2841317739651476,0.47791225257074477,-0.16595452171203243,-2.1870626326407168,0.5368338941986907,1.071870304923462,0.22851037314061926,0.2799742896019954,-0.11530561526586681,-0.4126253329728572,0.8319911249975676,-0.595690950185236,-0.3719381689360612,0.3106125571372875,-0.8633346598713126,0.20995964397127867,0.17443508117282536,-0.1282025056085767
2021-05-27,1.6023738326541412,1.2662172748681064,3.460242210360012,1.9026410140615575,1.1078379156355613,1.0771133092325613,-0.932434574160337,1.201373907868603,2.4072904346894672,0.3481178366802146,-2.8615312784786178,1.7608419769958998,-4.464918625133069,0.20101611702634248,-0.9970766585626727,-0.6989300784175393,1.4001138954704762,0.8079411157546498,-0.9802376807047468,0.6187370526257716,1.1052940926441588,1.1433573840493352,-0.5707665213955587,-0.2681982736870078,1.6376758724690499,-0.31951663354888704,0.8042199864041377,0.10650404819649716,-0.28443810708210104,-1.1414319002630033,1.6858051863337689,0.11284247840349962,-0.9253657039885721,-0.8955208434459606,0.8361372184029422,0.5125277117409748,2.115032857701906,-0.11451499590904854,-0.7462130813510858,0.29530546634895627,0.9996448951287976,0.04055356428597852,-0.6071414886793691,0.2668515592414675,-1.05172921012051,-0.016343429658121272,0.45227403501700303,-0.25440923022227657,-2.353233202861799,0.007304207554758111,0.7253265927871759,-0.2898946552366063,0.24911740084445083,-0.6319503801132212,0.010369939134469937,0.6874675656614807,-0.2928345884289031,-0.35954608767799373,0.3339410037695885,-0.7631185965929019,0.07056402812771921,-0.35508781407636386,0.509355697093532
