,Healthcare_PC1,Healthcare_PC2,Healthcare_PC3,Healthcare_PC4,Healthcare_PC5,Healthcare_PC6,Healthcare_PC7,Healthcare_PC8,Healthcare_PC9,Healthcare_PC10,Healthcare_PC11
2021-06-22,-1.0833369965570443,1.3223794184148856,-0.32719497951544185,0.4131483624883408,1.0440365701958303,-0.7873166965299787,-0.07198366091060325,0.3468233222497659,1.1117628377266198,-0.2414876604401607,-0.6527382775681136
2021-06-23,-1.2500613054853935,1.2645866391594978,-0.09028210219459938,0.5227695854375738,1.0312089241967701,-0.7035710721640518,0.011576931147479486,0.19633864942865212,0.9570530234087017,-0.21881298973578056,-0.6790776706347179
2021-06-24,-1.5322917080190828,1.2816480337651397,-0.019310213750107448,0.5182002950121123,0.9294531670945922,-0.6857393985872517,0.1363141623635222,0.3287756363710335,1.0779028492427296,-0.3229115202370901,-0.7841075782815499
2021-06-25,-0.7622211389225174,1.2354979283274605,0.5134451408746435,0.7712706679651494,0.9283134439731774,-0.5118789794361329,0.1967534428606117,0.050309536104752535,0.7460541387857968,-0.08451455717144285,-0.8525541021681017
2021-06-28,0.23176500857336696,0.6325889160733998,0.2593133892670692,0.37754718790829317,0.7859553171205067,-0.0891189495299244,0.11020877140960843,-0.16263202017832237,0.9052557567137659,0.5075484988310502,-0.5933964683521921
2021-06-29,0.30731432687971155,0.8152738944568213,0.47856590710797214,0.6195105537530431,0.7186165030749987,-0.20475702275805072,0.1652764942748781,-0.30813123831825884,0.5659336822099146,0.7367402217178226,-0.4250139815520601
2021-06-30,0.204660259952944,0.9552205417053748,0.3976961737327191,0.4172438040158538,0.46617409425764217,-0.12618682653370358,0.2735881224294706,-0.3762169913297133,0.42562900608363446,0.646527656064782,-0.23235335064393633
2021-07-01,0.12090146862579657,0.8220493143834037,0.5640608411912698,0.6425781296953254,0.4266220096695318,-0.09883941964902428,0.3645140195698574,-0.6432792595658007,0.8037325072526209,0.49021270794505134,-0.06373695310213766
2021-07-02,0.5148097845250348,1.0521484879254088,0.2902939282479597,0.4794454908138199,0.4068077968416688,-0.1954205327931657,0.4272118283538891,-0.40134349046173184,0.8581157217034276,0.22404090970517904,-0.0001788435393167804
2021-07-05,0.5450489685085749,0.9073536616489113,0.2825981111242035,0.36091450385121593,0.1098007483406053,-0.10700181653082726,0.500846713087596,-0.5602764554401779,0.6624885177701746,0.3226581464646579,0.1410984801427116
2021-07-06,-0.009649374741203582,0.19493755236041657,0.15570206383426152,0.3336743370593861,-0.15151410346915242,-0.2584973115122239,0.49075737246766304,-0.9399134832829983,0.7335070633720904,0.4053969362929831,0.07528951543545677
2021-07-07,-0.22851688676620957,-0.20000130525009283,0.3054779774152264,0.5349420733043049,-0.4461287669747598,-0.2506376210567362,0.3374150211868502,-0.8134019927824727,0.7177290243429669,0.4304561822105486,-0.14998981766608607
2021-07-08,-0.48213115653590627,-0.19735335728432665,0.2879905172323619,0.6440155333082044,-0.5221031490383697,-0.28231368813644736,0.5750524143523746,-0.4527823606631604,0.7498614755475973,0.3110604712972988,-0.16523671689069433
2021-07-09,-0.7959915271869419,-0.31098912908654647,0.10349247145762554,0.7125725359084703,-0.6130239357331596,-0.49379979586567474,0.5287498147249424,-0.44083808847154454,0.6615139001364098,0.590395820025685,-0.3358576783464047
2021-07-12,-1.1889071528679194,-0.574312235800886,0.6780257371790954,0.581376873637307,-0.3127399189385671,-0.5076924521277775,0.332875368487737,-0.36272346333802397,0.6752556273772745,0.2646054749657835,-0.4746601749886612
2021-07-13,-1.091847439062884,-0.3724379777440554,0.1873783277005327,0.5398696359867536,-0.357498419020248,-0.3770861528251274,-0.08846635536252703,-0.11706666489805083,0.15621625291615834,0.5415146777019397,-0.42460079444978993
2021-07-14,-0.4085927080358067,-0.3925047532405175,0.42954024242710026,0.6104820337144112,-0.39358522167014814,-0.2569732250946525,-0.3429909801611733,-0.19290023763238204,0.16684069064684787,0.3102643434755336,-0.15566888659127182
2021-07-15,-0.39941350558977223,-0.2527112110457968,0.3128849714211273,0.4836670707884133,-0.009657440181980906,-0.18429793136470612,-0.46417046828233766,-0.1838536289932059,0.3899409988456925,0.453940787244586,-0.03997008027948382
2021-07-16,0.4197957890558228,0.11643525155257166,0.025271348003697167,0.38076989043678977,-0.39793242006660723,0.10364191349863805,-0.6676772563802431,-0.5193598776355175,0.021508534685647465,0.5724163764460064,-0.02030354431776715
2021-07-19,0.7725840368417137,0.0883213502942732,0.48605824039581685,0.4413155584161438,-0.6703591449268652,0.2040179454060723,-0.6075969104711689,-0.4574586743379762,0.12769846467570747,0.4984026130567692,-0.08033420647314865
2021-07-20,0.13194743676051146,-6.332409380146945e-05,0.5073740617789937,0.4887867379148155,-0.8769824328750768,0.04329927069478916,-0.33277078109630787,-0.4097996661403868,0.06100911416633982,0.4614656175228203,-0.0866978286841562
2021-07-22,0.579699038632893,-0.30430368447505257,0.684664146861049,0.6824285880729584,-1.0251113517457193,0.20969803733681672,-0.43100299798715264,-0.37246095971358656,0.067293436810168,0.5176995240986045,0.14745416543074463
2021-07-23,0.6685858073258081,-0.6303205351592288,0.8189411461326257,0.5744314870858264,-1.0523284904459032,0.2656321197724058,-0.415001159962367,-0.18308988884856656,0.3571760360338753,0.312447345692873,0.26698854049597087
2021-07-26,0.9660844553039445,-1.0238569726169304,1.2857593301497001,0.8963157795472664,-0.9669353997921392,0.07147402183340915,-0.500576323459371,-0.2827189678512205,0.3720610941924157,0.37211936278604096,0.30037209555124406
2021-07-27,-1.1660098399575642,-1.211667784088712,2.075389849884959,0.5164151241964683,-1.1221299332159176,-0.0861942948517506,-0.5650960238930569,0.36159663982102896,0.46626835132226346,0.019015994622251505,0.7327972875487246
2021-07-28,-1.89674753428209,-1.190281323029555,2.235508324121193,0.6755839037620421,-1.336303807950063,-0.2943251798900543,-0.6999187285268436,0.7664574632150818,0.7206805915478105,0.022237450563671764,0.9271970634722346
2021-07-29,-2.240523389238096,-1.1293591372086018,2.0155062588019903,0.6579257164381461,-1.4860629971219286,-0.1947801890853374,-0.8378767048970809,1.031318164412897,0.685100853452189,0.31267640380231276,0.8219779485510766
2021-07-30,-1.2212730349288028,-1.5324226776794252,1.4904223047185858,0.19572435437336033,-0.7834736468577873,-0.26799875266011397,-1.6174262188995436,1.1834007560193294,0.688810759431626,1.1040461514491307,0.7630980882985378
2021-08-02,-1.3430185504316403,-1.3115296765082023,1.5229616196494948,-0.09803120930864695,-0.7045899425315019,-0.2576879906078425,-1.5234687325110827,1.449586076923981,0.5132205943034649,1.1036065660524688,0.7451609162545322
2021-08-03,-1.3536418073389564,-1.7404474031018733,1.6307762123635217,-0.1222902659993979,-0.5163960073788739,-0.1888209049481158,-1.8382975957049257,1.5025761104205584,0.5581072778952739,1.0925573997834064,0.6192599303572458
2021-08-04,-1.5437343864451687,-1.8061546579566745,1.3664211517209148,-0.06664732191166786,-0.13918255560384074,-0.18687694217319864,-1.8997857227094737,1.3489146133764705,0.5448694274533218,0.9179990937443293,0.4700420187501345
2021-08-05,-1.0838896612027655,-1.404761322984031,1.1652826494780666,-0.2085752255247344,0.051942518666134446,-0.04575485442443055,-1.9543209528876875,1.3068327326627571,0.44137785807003727,1.1624459872075985,0.5626403697677119
2021-08-06,-1.3347180568369768,-1.431245558373392,1.3705924211564595,-0.09841919024780042,-0.2206690042894121,0.13093159234253812,-1.6250642728273874,1.5184378476874993,0.47657732219218807,1.080002235044437,0.6361362375840542
2021-08-09,-0.7966423171582403,-1.917014250194994,1.2993513055612675,-0.6329146792016088,-0.17777119998119978,0.3015429572381528,-1.6109492681709743,1.1658464929739838,0.6129632583721736,1.1830879032293296,0.724263157148633
2021-08-10,-1.2089863295311798,-2.3424829899897395,1.6306418001086873,-1.072805760249639,-0.428112764620719,0.7738098858313734,-1.4870241727127287,0.9910519394093701,0.5178984705818006,1.2745708213580764,0.9846102261602382
2021-08-11,-1.8660146669177617,-2.072694223259529,1.9287872478715813,-1.1987815047515689,-0.5939661596992972,0.7860929947530276,-1.31099156884649,0.38327851760396964,0.4122285651080103,1.2869609522133683,0.9019778704329509
2021-08-12,-2.348454371868668,-1.984808068932859,2.768012265205362,-0.8630984243044851,-0.44212356832517363,0.8798554522531575,-0.9999757659272575,-0.15259512577862297,0.8810408923638974,1.287165152311345,0.7621966001502237
2021-08-13,-3.108943942010923,-2.345944507381019,2.8383449457965657,-0.9186263766048444,-0.2386947664899158,0.6657150246767852,-1.096151839163854,0.2187320613104522,1.3304773146457993,1.4114212509242423,-0.057413897951299135
2021-08-16,-2.494228863479656,-2.681987187292363,3.647292229805221,-0.14512248492154278,-0.6503236126275855,0.7035407000861166,-0.9463591350190471,0.006301189813287753,0.8309048758560567,1.167789114199227,-0.06218308363360178
2021-08-17,-2.123840913832192,-3.2793553812828,4.668827301202642,0.6231085069928108,-0.23472102012391505,0.6476425660748832,-0.5153641894420956,-0.320061208327043,0.6643191309497616,1.1821437180460017,0.270732528713176
2021-08-18,-2.178925227262473,-3.1287607999837492,4.34833675888234,0.4699280597433689,-0.013175344228569048,0.4084657120733742,-0.42877364920322536,-0.03424875452127238,0.9114258339193303,0.9888098764841298,0.31000476008799843
2021-08-20,-2.3119306591035005,-3.3306595881233516,4.666865321465462,0.4904302551746531,-0.22453116215133356,0.3716307485272645,-0.12635323459223294,-0.19865717033095498,0.8230046380262677,0.8040719564827519,0.5486868010372355
2021-08-23,-2.836873147801856,-3.71004224972292,4.491026211431816,0.39863653159089135,-0.41855226033981896,-0.2706253456745667,-0.04535538375103057,-0.2766565430432296,0.5979574283263518,0.4844474764605365,0.5063397423486956
2021-08-24,-2.3733418223244587,-3.0063888131881997,4.425426770698604,0.44274833004518177,0.2486194314572151,-0.033880029786235846,-0.3481886454146537,-0.485932628794949,0.4468409394593635,0.739623316229266,0.3612329432792376
2021-08-25,-2.7022264466991994,-2.5809480164591427,3.8060961166326956,0.2247778118513624,0.2947231253349951,0.11723061567488634,-0.30549213033423916,-0.23625822855843967,0.3159091487157073,0.6309468486007261,0.24222338678998684
2021-08-26,-1.605491395245218,-2.6775237540900436,2.685129261626363,0.03192083290755349,0.3991801088714817,0.02642276205444215,-0.30590295576021304,-0.61817157901127,0.6860654871641347,0.5743059213830523,-0.11605041656553197
2021-08-27,-0.839174527714051,-2.7297610205735188,3.0035040457898554,0.13482710627468003,0.6752015676673174,0.29636213515712523,-0.2210544947720733,-1.2362601446263635,0.1600703091384178,0.1084331318146117,-0.17292443813124814
2021-08-30,-0.11887712036267334,-2.656973059504304,2.5984499618514008,-0.176634895575669,0.559940094620236,0.1187796954420386,-0.5108077211389723,-1.2706377173757424,0.6909661521234753,-0.007875343054952173,-0.18424527145712002
2021-08-31,-0.432341073179563,-2.491170982832008,3.165650183605203,0.3040697711580964,-0.1236699098539481,0.31229014306282227,0.16182538614194816,-1.579014332848886,0.5383455311823256,-0.6954585437374304,0.10525335596683322
2021-09-01,-0.6424888645682724,-2.516090116487539,2.917085788160988,0.7070390706385424,-0.41991926083491166,0.1567163488124557,0.2842621231449166,-1.433590679013327,0.8758512085703387,-0.46628285207061115,-0.05954042983241173
2021-09-02,-0.836165062908848,-2.218608210566322,2.2628294017280806,0.600982385705885,-0.07966206423909021,0.12865025910741437,0.3950122967287584,-1.880521168564956,0.6847020419048638,-0.43149847163574384,0.11277007867548468
2021-09-03,-0.29388265176146766,-2.089192527302252,2.750741383037915,0.8299280611385529,-0.5223424907809318,0.3211329743567317,0.5264953936712536,-1.4911823516760705,0.9981454836191439,-0.6215041744788442,0.36145443675364314
2021-09-06,-0.44953701394865636,-1.84363139485313,2.600434766988117,0.9391568051953427,-0.5012341486971514,0.19187655340518442,0.27624974430432425,-1.4827454019208595,0.8320839417846435,-0.8564083634335667,0.16395883231970815
2021-09-07,-0.7440939809589576,-1.753364292569978,2.146166801444323,0.5480057569112838,-0.2082841547390467,-0.21101478870869744,0.09892917957007821,-1.7889197313638385,0.6679207456196562,-1.0475848481599606,0.13682331628299194
2021-09-08,-0.8443317426997127,-1.6609908935055744,2.190333136685937,1.1594124851621732,-0.16703588528262056,-0.16857879034588638,0.09531348303625188,-1.5532681142943416,0.4404009541900801,-1.2181536842657619,0.2435504497205783
2021-09-09,-0.8349077740283362,-1.3388470791412006,1.7239998765861722,1.4237545030757282,0.11677824532119671,-0.4351594917625712,0.21871988445831353,-1.247767450338162,0.49978788535159047,-1.3805220066072241,0.10148601084774699
2021-09-13,-0.07764851416774657,-1.6850469119419178,1.4064991236934221,1.5021069301655516,0.1798098338495349,-0.5154847676248283,-0.08527450243519556,-0.6650480589196601,0.8523160891013094,-1.3315116907492526,0.2575614151138133
2021-09-14,0.5040431649048314,-1.6698279648551537,0.8394295019260116,1.1706089223860487,-0.12175672753021734,-0.4659122828850857,-0.08142887931833599,-0.352287599694977,0.4413674008273691,-1.5497611824880881,0.3125224391292744
2021-09-15,1.0509000743085741,-1.2446769184735522,0.6281252137640966,1.1371187836884304,-0.3297946402297777,-0.3702195466601649,0.14387156273636473,-0.7735038646542494,0.057121905007958516,-1.3771236629276833,0.6550312348891585
2021-09-16,0.6762283954798998,-0.5858476320145551,-0.20298400703623454,0.598661570483465,0.034936940095415266,-0.27693193767884977,-0.3625062885515298,-0.7107630674152992,0.624062695376327,-1.1051183964996707,1.0049881290854124
2021-09-17,-0.5235302070780725,-0.04900127810212553,-1.083806025453556,-0.03690366933347944,0.09391355198959843,-0.2600942949448304,-0.3523049216234932,-0.37662463726724815,0.8345130020750136,-1.1854633379651551,0.950363036167472
2021-09-20,-1.5917010664299676,-0.29378036336657315,-0.9889695964990128,0.056390114139190456,-0.10163551767252356,-0.45005632114387023,-0.3695022984488294,-0.5072946531543767,0.6508200517902135,-0.9506052481654259,0.6639503084148577
2021-09-21,-0.35244707581536405,0.17755444271628157,-1.6553800967765582,-0.1221212070742669,0.042119505051557975,-0.42252533855327407,-0.9612316854960335,-0.787777311313262,0.6830347893183255,-0.7958956679514915,0.7809720333994542
2021-09-22,0.0007576988168808288,0.7996676101849127,-1.8781710832488958,-0.10767387873931566,0.6163597769959602,0.10146235139708946,-0.9909074844324651,-0.5997759774271717,0.7318025587384223,-0.47359727203668944,0.8066073255929807
2021-09-23,-0.10932159482539451,0.42924183868223353,-1.4568934028205618,0.10032252214300157,-0.17318659477900905,-0.20918103514759664,-0.8942880475677235,-0.6185152927843431,0.647377816695586,-0.6186112086998524,0.8575370393375977
2021-09-24,-0.5831910805646852,0.2520780637202427,-1.8362907399503894,0.009420195403467774,0.05934917036174736,-0.30284668785538965,-0.8981392650188303,-0.531357308131512,0.7982763847353589,-0.8169603995425669,0.7349643997459868
2021-09-27,-0.7870974583380927,0.326189439713572,-2.2533759741802037,0.15269870571014016,0.4159061384048331,-0.046364041397528206,-0.7960030510543689,-0.33092196996400147,0.6646014739062098,-0.8025226835540717,0.7029287906545023
2021-09-28,-1.420610572619827,-0.08045902724526925,-2.965964745119999,-0.15108605404199782,0.7919073684029425,0.11289815947083447,-0.6541027509001598,0.0856989839960005,0.7082475565739438,-0.544147221614915,0.8741516285435798
2021-09-29,-1.4314759508787673,-0.40187102963878657,-2.7643277782254216,-0.09122605784578315,1.098715673493195,0.12823910170737374,-0.35365261466101344,0.09446299603704014,0.3478723600992166,-0.25340217772405804,0.8490828875464389
2021-09-30,-1.9684511578304031,-0.34754910631194486,-2.9480092228994375,-0.2321186207212139,1.092112703692451,0.36997726425209226,-0.3329788099768022,0.23146564616977444,0.2176692688715916,-0.1652108095659138,0.6428950346766059
2021-10-01,-1.6555407682590022,-0.44380524182263276,-2.782528811329689,-0.642719387600172,1.3276513518678272,0.6194113245397646,-0.5617195662702472,-0.017451725114340965,-0.07252065257718719,-0.4690683586463795,0.6750838434787185
2021-10-04,-1.1376442727637899,-0.12180021761942539,-1.6085648050691406,-0.46688924801935383,0.09661995305260565,0.507773351166875,-0.5561902547916179,0.4403826334144377,0.6704586527556344,-0.6488065409250382,0.22225583288201375
2021-10-05,-1.7965678246822563,0.08306318365833652,-1.9884815987148317,-0.4894189251704903,0.2288839890788081,0.3418951021088868,-0.6009554639304946,0.4687290452730907,0.5328315429049663,-0.3344525868541164,-0.1961792114183779
2021-10-06,-2.4341355350195135,0.19462533174984328,-1.67065090671777,-0.3004675280934938,0.1143345748513818,0.42709833003550035,-0.21932753782601574,0.737839924511373,0.6356124072535712,-0.4577056662629577,-0.09545341523627678
2021-10-07,-1.6503053616535,-0.03976319369561851,-1.4313557921455882,-0.27143457661553627,0.20075028200165745,0.7159050931459784,-0.33829625059270496,0.8481965084748656,0.5461889825097022,0.14109436755098442,0.15593685588294523
2021-10-08,-1.722343580600981,0.41170648143883365,-1.6035702377927696,-0.30712246684940564,0.1170907747415058,0.4299302056378869,-0.5322339051290318,0.7912660775958493,0.5691297005418454,0.3477078572874521,-0.09418104039492893
2021-10-11,-1.1913921072489964,0.2723167887851826,-1.549393699366995,-0.1565282309424041,-0.02352044153761866,0.3692883954861648,-0.7360774262897878,0.9227590936034182,0.9173337619529793,0.3942658647174277,-0.00918683228496423
2021-10-12,-1.361417193872908,0.5787530480761961,-1.6765083236390435,-0.31604045883087706,-0.13495454795224676,0.27572750858675366,-0.7559868509244743,0.7965847724971907,0.7087221783566975,0.3007888672830511,-0.09875577682157033
2021-10-13,-1.4428982261123096,0.32334065850398286,-1.5207112665316698,-0.2239849368614944,-0.114716541639538,0.1586535383988031,-0.7782193408557395,0.8559853142812606,0.7750669804587612,0.39063651019121876,-0.3126391427599869
2021-10-14,-1.4817209384352616,0.05685769651878373,-1.1520560255855854,-0.49194073220344464,-0.30489337208351275,0.08767074502614051,-0.5640044666919205,0.8231466870096852,0.9945878124518545,0.13956233710288418,-0.32619811629890905
2021-10-18,-1.9433281892164913,-0.48906168082022605,-1.389582516999561,-0.815461902115636,-0.5956187428145747,-0.26689966240780866,-0.22138631326027972,0.9732146143311752,0.7859019190837824,0.32514436325291296,-0.5886430299377782
2021-10-19,-2.0211162875295114,-0.5794627371260709,-1.79390453584089,-0.6479361634167864,-0.6115998136610524,-0.1442155701051036,-0.4284532229956359,1.0545526893534678,0.46321250424458404,0.2670952645185937,-0.47612420429850566
2021-10-20,-1.6586082487964164,-0.32786634182750224,-2.0789840798911543,-0.8841543098205847,-0.5248826237825542,0.29552262144913843,-0.42883435760673067,0.8749143081256519,0.2072919817265045,-0.0070449094473334665,-0.18170162099121273
2021-10-21,-2.027940624208646,-0.32125570081089483,-1.7596786259100345,-0.6131113960879301,-0.549915467336744,-0.0254859260600569,-0.5489058981682094,1.3019367140802378,0.2831401879095092,-0.1689409990014495,-0.02700266049981276
2021-10-22,-3.080602803375868,-0.8813725192468457,-1.9717547355152396,-0.5695377001397837,-1.0174481692236752,-0.07597557345017919,-0.3837413383819196,1.1595362366362176,0.05888086125676159,-0.18522460662420456,-0.22064481777082173
2021-10-25,-3.2586463696154695,-1.0046510823326948,-2.482487760349404,-0.32040889678726303,-0.3121396952658417,-0.294818596277685,-0.1254821688057902,1.477815499120386,0.39026100309438994,0.1601653961878581,-0.44625145335538413
2021-10-26,-2.4147169542653106,-0.16104266031057424,-1.9389487535653895,-0.2331979130442892,-0.542358519496276,0.3242591210934653,-0.4195091453199385,0.8259996859240625,-0.33385759833032974,0.39103603499803524,-0.37167700249396374
2021-10-27,-1.9137816782607995,0.16264146259282206,-1.3933463920024702,-0.8199456195645441,-0.7568497551723584,0.36634979686192215,-1.066786049401484,0.18704190146191377,-0.44627062750836616,0.5522980289640196,-0.5766968216588373
2021-10-28,-2.894782809929403,0.544426611175076,-0.7472200949234978,-0.33866669861052345,-1.4226591211623993,0.29578688417543625,-1.2397445449204165,-0.19286580022995556,-0.1895742013353873,0.6680901616707099,-0.7179533690354868
2021-10-29,-2.91996348696314,0.9335303510491083,-1.1789720247638675,0.060528902413679864,-1.5053379166922662,0.3527217373710443,-1.1951222623254947,0.012730964516035632,-0.07714124178729319,-0.17800490107346298,-0.4704290524721684
2021-11-01,-2.5686036014170224,0.8030272471301462,-1.67595363841314,0.4808857708340558,-1.6343596695803924,0.002276962519817447,-1.5479933532043175,-0.007441798916724415,0.2262462443175019,-0.26918458472115936,-0.5815986206598681
2021-11-02,-2.9872939239212175,0.8354069699214541,-1.4581843656570006,0.5187902596926975,-1.7597522596309603,-0.07910698772631311,-1.4144305126579442,-0.039303011455655734,0.026283261731588466,-0.19616022364316285,-0.4159648319158332
2021-11-03,-3.7149727518128333,0.6595608577093132,-1.9015209308042182,0.7130429674550457,-0.6534977552573528,0.24108906368509117,-0.9601746611205499,-0.39339594911175557,-0.940612096627757,-0.31346349304735227,-0.08408241095446724
2021-11-04,-3.0970677013780383,0.5149515396742084,-1.7080288040059886,0.5529697013557132,-0.6817653513233781,0.18045445353694245,-1.1274330235410541,-0.6013179432449609,-0.9458607572549936,-0.2275065080028138,0.10359452242104081
2021-11-08,-2.4734197316745976,-0.09676594467370674,-2.1460404089946468,0.9818367910746649,0.0166300998842824,0.24945530719174255,-1.0958638544490658,-0.42523338123052623,-0.8034733427174489,0.1110686947133167,0.2879963687330895
2021-11-09,-2.5051658833857666,0.010675004557882513,-1.5451553178016453,1.3289973694861639,-0.3845515966874209,0.2242209654433188,-0.9478380070979927,-0.7649193335365646,-1.0259115481722871,-0.7218946239397275,0.2178978850119569
2021-11-10,-2.2406502163729534,-0.23017031412709202,-1.5690321113760617,1.2250197207491267,-0.4879682793986223,0.5557290195673884,-0.825046568240579,-0.8200460100888967,-1.1045879727634367,-0.6466163229285571,0.49055933371019816
