,Technology_PC1,Technology_PC2,Technology_PC3,Technology_PC4,Technology_PC5,Technology_PC6,Technology_PC7,Technology_PC8
2021-06-15,1.615162909337501,0.07045506821443855,0.4887526789179415,0.585347162312639,0.7485846810053377,0.29249305367063894,-0.7580930298087728,-0.2022861250133521
2021-06-16,1.4365879157145014,0.09642858807486204,0.3615878616085982,0.5397820360623615,1.0146143135318886,0.36992613504225086,-0.46137016506705314,-0.1499937373322948
2021-06-17,1.4438885495078835,-0.23475756102668807,0.49648253744602144,0.32067518051786553,0.8515301019779404,0.2987453335408776,-0.6373549908197632,-0.5326821264368578
2021-06-18,1.407001092543378,-0.2521003576531648,0.4805226398788552,0.30372953867897834,0.8442233935609859,0.30372672769731884,-0.3661595555672549,-0.5111906133975364
2021-06-21,1.1302241904682735,-0.20021821568716885,0.2736066406885312,0.31771500530195407,0.9815644732407417,0.0581145457600538,-0.3987045977470829,-0.5101572053675661
2021-06-22,1.081755357559591,-0.37992650144396933,0.3686888076585744,0.3605024250762462,0.7233527630122099,0.08425879719724859,-0.41105045684787433,-0.33412219047875474
2021-06-23,0.30713243339631296,-0.24682439935443884,0.28279951726363933,0.5798835265743695,0.6222663768148402,-0.15443807205622398,-0.380338797394197,-0.42182179632083566
2021-06-24,0.42177571509224376,-0.5671740724878037,0.6139442518870449,0.5838206322995403,0.7503956957357946,0.013318411414132281,-0.39362786324384563,-0.429667782174365
2021-06-25,0.30930840819854283,-0.6079029515626787,0.5505415709499127,0.4589749552527052,0.6149126964636499,-0.2840513636707344,-0.1392548706914052,-0.7310593660196538
2021-06-28,0.3951630304658443,-0.49105663071416406,0.398425771929361,0.30576509390466333,0.45403296526174364,-0.13579719043913874,0.12790744912973723,-0.8536072433422829
2021-06-29,0.30931650040235087,-0.4133573258626536,0.27938491962858025,0.21186020467974942,0.5800353458717157,-0.13672004904566537,0.2803163351603049,-0.7768604595255627
2021-06-30,0.6866589224001594,-0.2889300084423647,0.06208628401770586,0.04261427876347759,0.6138230610030819,-0.08660711100029125,0.733141703581755,-0.8762650326661888
2021-07-01,0.9885988080374212,-0.09451592280353835,0.0028042464174592896,-0.16491665551918053,0.8657031699650012,-0.2280848067064132,0.7606038334557511,-0.9687265006984253
2021-07-02,1.0143883687374666,0.08978643517885415,-0.06462084420508017,-0.11289627635128853,0.5899288906598025,-0.36066350822977405,0.8911479441080487,-0.8971363675026055
2021-07-05,0.7828754867613327,0.08771429248581067,0.006730867685163153,-0.1722606754703293,0.6140962807917569,-0.4393855010827767,0.9455931384765264,-0.8835267930736385
2021-07-06,0.07596367940103692,0.06697265403397012,-0.4484749977307716,-0.1786199301173219,0.6499193085442032,-0.4398969262264309,1.156563676436958,-0.7906354778789615
2021-07-07,-0.4873680038965818,-0.1279235512535409,-0.30960258414205255,-0.2951732495869591,1.1405210055275756,0.030505422623386878,0.842284141639322,-0.6601193495042245
2021-07-08,-0.1709018732305144,0.002555862197588107,-0.5273502041286634,-0.16765083120371496,1.1676244326637628,-0.010801683915618969,0.5931363409927581,-0.7891956669500775
2021-07-09,-0.7318139544364646,-0.04991821775400232,-0.5611887525624826,-0.14815128240131042,1.2332557841450675,-0.03532976453810797,0.7190403943820226,-0.8099385354378928
2021-07-12,-1.259955862630845,0.015888066810197502,-0.7914390759492234,-0.21697069848565212,0.8773749454433518,-0.007971101474673982,0.6871346152520997,-0.8958267076567781
2021-07-13,-1.3055077466858587,0.46338539246048566,-0.8808387328194637,-0.4514562738033683,0.8562669271368375,-0.29527769899613987,0.7888756558135547,-1.0291153195657656
2021-07-14,-0.32893478628606876,0.3981282433631706,-0.8600777193295815,-0.23565806869204442,0.8905186459140312,0.12831861509713763,0.22010013295508435,-0.6933683318523585
2021-07-15,0.33182232731762923,0.43905679008055876,-0.9198653871899093,-0.10218552062021814,0.3622514229276505,-0.3199237599406046,0.08154606634799978,-0.534942713915921
2021-07-16,0.049841977852399674,1.1947424844491636,-1.2308331649603177,-0.5566014839079338,0.4991236208910975,-0.2475134708218246,0.16858063897348782,-0.6216839762209913
2021-07-19,0.14863408779103515,1.207846532535353,-1.241123618055383,-0.3649507530200964,0.4859792846405592,-0.4638017983984396,0.03138807285973956,-0.2554325350472306
2021-07-20,0.03998471785708625,1.2438044689956638,-0.9850412597221021,-0.35008652161536863,0.6344390715709317,-0.13128372257875123,0.05160554947240379,-0.2499549660804765
2021-07-22,0.6691305787314319,1.5254972487435545,-0.9122153505574007,-0.01623994224624087,0.5671689959346876,-0.058917575670677416,-0.18681814803744615,-0.8311833635050055
2021-07-23,1.4918692389920283,1.355006588783443,-1.2039910119460435,-0.43783600086886704,0.5543213472567315,0.43851480242563634,-0.09625177615914503,-0.642906937075832
2021-07-26,0.9336032298052224,1.4989043945193457,-1.8859947295880137,-0.560129327665669,0.4749155664534344,0.2502495461844343,0.4219428839678531,-0.5632161242002816
2021-07-27,0.6573861464790853,1.672132856189713,-1.8426132087002698,-0.6557863208845809,0.4424702816725116,0.23589176938072098,0.1992147494709865,-0.5393866890323539
2021-07-28,0.6871935318563367,1.7458207435769764,-1.5394263215131794,-0.7659082080600234,0.7128306124908841,0.1220798826820185,0.02656781751324242,-0.32251912033543184
2021-07-29,1.512558860531674,1.846096585801264,-1.7839573670538893,-0.505002332363564,0.9483193175622245,-0.33727869587909304,-0.5738187765305328,-0.5567682211551647
2021-07-30,1.3445264182775307,1.8844412020984012,-1.2702286190410044,0.3383269710182839,0.44408001968023686,-0.6490772838099319,-0.9578680666928201,-0.5928319066670943
2021-08-02,1.6233156188202238,1.5008967334224756,-0.9216521194423042,0.5983692833501919,0.4202528476152559,-0.38046043339967683,-1.0643185271547497,-0.5111124985083135
2021-08-03,1.854783824163019,1.4630930878687747,-0.40244647637588277,0.5252368047861942,0.5505562833021044,-0.06008172690542637,-1.0774728603928612,-0.3834665226462371
2021-08-04,1.7303803119229195,1.5931681249724283,-0.20548199046818597,0.519923367190566,0.40894473796542713,-0.012238418932060697,-0.9434578567012412,-0.21823211166372442
2021-08-05,2.4387184205552193,1.5601710152673751,0.184272142894884,0.6920413492940585,0.07206839208950025,-0.18592279892260502,-1.1318453468600191,-0.4752252405059899
2021-08-06,2.619891353412897,1.795150856086012,0.1115697138801921,0.7403354527039124,-0.09632541933676537,-0.2835603989756598,-0.8119563981890762,-0.49755894853232363
2021-08-09,2.502699820016836,1.5494693719056019,0.448220918874901,0.922738110033585,-0.10690535179990665,0.013724780679163254,-0.5968954362685022,-0.32752279670345724
2021-08-10,2.9630314558256794,1.2476173348751605,0.6270509286701719,1.1124407829374185,-0.39585830222670343,0.04754185127461298,-0.784113404098985,-0.40094955203765525
2021-08-11,2.808763712855044,1.1880927850400287,0.9494852883959394,1.1332722726345732,-0.3941549914267929,0.1036809998057409,-0.660788675314954,-0.3066153102447432
2021-08-12,3.7323846765563675,1.2254217865853523,0.6755446704454853,0.9690971611753637,-0.22950549656315594,-0.18816477226426423,-0.756229918646982,-0.3810894456439929
2021-08-13,2.875122464501246,0.9351029859443875,1.3854544018444812,0.857341434734556,-0.618129614406193,-0.6464658400141532,-0.38686973663963814,-0.6063105701221162
2021-08-16,2.0438946646094824,1.0321113450108514,1.4455163204943742,0.3600153166932251,-0.4206129811396427,-0.3796708776385131,-0.12111935230251912,-0.8799052739198953
2021-08-17,3.354774919006122,0.6267912623299436,1.7088088002924267,0.816617714829623,-0.332962222860664,-0.3865348616249588,-0.2166865258126387,-0.6864619560948001
2021-08-18,3.4696823980493123,0.5073053561887013,1.6321194273211885,0.6914415663148953,-0.1529332105100704,-0.21223198011556324,-0.24845162657905034,-0.8820919024380285
2021-08-20,3.282829613750236,0.43753136190350345,1.6394050692673932,0.7244790272198698,-0.27167343431141905,-0.29272545562876623,-0.26928071683678895,-0.868801599558981
2021-08-23,3.0714957553033555,-0.12899505902935307,1.6729333635908537,0.44462158979825056,-0.005495537457340936,-0.6826646160865039,-0.31089488104939567,-0.3071607726004124
2021-08-24,2.4434419562355045,0.26881169781754316,2.074546476696561,0.7843297046547717,-0.48062366851840826,-1.0798697456079454,-0.5848784812019429,-0.5849265184350835
2021-08-25,2.292102464944089,0.164330664104325,2.5031491375949626,1.0142022747460921,-0.43463018834039363,-1.0675437961942185,-1.0596821602120996,-0.40584388313896985
2021-08-26,2.2704386872361413,-0.0712442728070157,2.477513586337437,0.9897329645988691,-0.49944154369207644,-1.282055177817025,-0.8711192655533795,-0.19484484283337425
2021-08-27,2.7043298570718775,0.05996267328595,2.212979703092295,0.7259556478313892,-0.11476811903451407,-1.1741934215346268,-0.9001335900273042,-0.03897565903913177
2021-08-30,1.7171702527881842,-0.18395360771711572,2.3759507325746694,0.6162554672453833,-0.4898973292711375,-0.7850140383938082,-0.48143321141827256,0.21950780243303436
2021-08-31,2.026381059029569,-0.2844512728416281,2.315461697554868,-0.059005482566441975,-0.011001546204616184,-0.5939755728893893,-0.4979047067546284,0.3899890226102405
2021-09-01,1.2841221888380248,-0.10882914186644035,1.9004979203215357,0.10495120037902085,-0.2500736932025866,-0.6105062621714098,-0.4988126672627257,0.5119964333700567
2021-09-02,1.5055004667009024,-0.310575621745469,1.616323294468792,-0.004181151154325335,-0.14652706550906752,-0.7435784715605894,-0.4343748930482873,0.6634454690461302
2021-09-03,2.0948866829229784,-0.4028121830452827,1.2960024493035085,0.03848062184163802,0.16936942893614815,-0.6200125669327957,-0.6336656134594258,0.4728771591286087
2021-09-06,2.394435420735535,-0.4304790012628673,1.1640195686833446,-0.11669352183158284,0.0828890656708756,-0.17222130382612572,-0.5753205762384588,0.6491674784333131
2021-09-07,1.6700403590142727,-0.6404036814247591,1.0723954067919828,-0.0955831748656361,0.021841035771427552,-0.18186885217838783,-0.5456798635797384,0.7877238515728305
2021-09-08,1.3741952956135517,-0.2754157513251629,0.9136542583729592,-0.33523287669929697,-0.025441861030877682,-0.6290310284168249,-0.4955637218020393,0.8376946482186234
2021-09-09,1.3131481638914482,0.12071205184174132,0.7942271445450275,-0.7403315443435198,0.06826147578858767,-0.9093237526360395,-0.3015500415178987,0.8564422830029529
2021-09-13,1.9660966405987843,0.3072257748375103,0.4349245136019384,-1.0591833420809964,0.13292896654962144,-1.0066009139718897,-0.17331716265579608,0.889138515926721
2021-09-14,1.4593222257521787,-0.06209587933115962,0.5545338147112693,-1.118826117629743,0.27737248374329493,-0.9115116906639841,-0.30705104116588583,1.1506056097945483
2021-09-15,2.1750735236401737,0.9459106284774114,0.100107483730066,-1.5554273393794267,0.3259745895181145,-1.4763135911885876,0.04595817432722905,0.7425769574372384
2021-09-16,1.9247685062186306,0.36628707584078807,-0.1588873028363982,-0.9270504994569162,0.6437491584257825,-1.123970981778709,-0.1354888801912685,0.8747168786724598
2021-09-17,0.6683540707474469,0.4881032679046391,-0.2771830242564044,-0.8639064863451045,0.7087766544755882,-1.3242022139877443,-0.45561669179104136,0.7637297061161179
2021-09-20,0.2853826593914336,0.0930249409113014,-0.0792936018600888,-0.9028624849040763,0.33463806874400764,-1.2373763704226701,-0.3276316111057622,0.8698254235873473
2021-09-21,1.3453987098305078,0.1136589752018073,-0.18436308394446554,-0.7719711158343296,0.3610358634892608,-1.407241834068479,-0.48096738204558365,0.8300849108474181
2021-09-22,1.217264524777995,0.4195313961169377,-0.3904175361778564,-0.542706759880463,0.3393563451614975,-1.224343454450691,-0.2634795471403452,0.5937306277360127
2021-09-23,1.7537040454734274,0.06021775375347549,-0.5153146366746546,-0.41724751348225353,0.9929959994181697,-1.0469158538485208,-0.19881732262805105,0.8381871914030875
2021-09-24,1.8175619045928668,0.06614977261375779,-0.5381255507863388,-0.3583964193167904,0.8892192544362878,-1.145964298409176,-0.2379103154970754,0.9527966959219656
2021-09-27,0.627519940188875,0.18738061579180537,-0.44051385783727665,-0.4150034907015824,1.042811617196217,-0.8073536522199642,-0.16441511201664485,0.8294236816679071
2021-09-28,-0.7040132975122925,-0.020058124467012686,-0.291040178972552,-0.3164807203998232,0.6309352611006631,-0.9020622788289007,0.04947976465113053,0.7807725405822636
2021-09-29,-0.5393385972044163,-0.024414113066478355,-0.11206486206486778,-0.4432771309007922,0.5786061812103221,-0.866142411752286,0.006188670069759093,0.6570526825486126
2021-09-30,-1.1028522523783522,-0.16079089423392562,-0.5907525602364104,-0.3183049757721077,0.5532505147058374,-0.9106650121218604,0.4640813619090487,0.8384114945158337
2021-10-01,-0.9043271608269189,-0.11756699720826119,-0.4655391270252493,-0.39631567044279614,0.5296247274715056,-1.0734112289315043,0.35455734494823204,0.7089887032516865
2021-10-04,-0.9549044500139061,-0.09618602186119693,-0.6496669835287199,-0.27161518950965796,0.40991273859270305,-0.9974197313903213,0.30025953798661065,0.34502234555436456
2021-10-05,-0.8823898054323289,-0.33683199276171943,-0.38080261326840215,-0.3179556632974266,0.3082677697194636,-1.0229550051724685,0.21610131614458689,0.36984806482705496
2021-10-06,-2.013082335225146,-0.1600001283149795,-0.35544089135157486,-0.29536806775697205,0.6802907521458817,-1.3342343202192668,0.37051310367937634,0.31604516280711975
2021-10-07,-0.7995286117292453,-0.4147215292516261,-0.21992156010568562,-0.3004313838123514,0.7263918669379138,-1.2542036079767167,0.18306641957885225,0.18380206792652906
2021-10-08,0.4570912075909347,-0.29851253055596993,-0.45722014573444725,-0.39836425437107875,0.6117025530597072,-1.0930421330792592,0.4126452052376652,0.23909701152770754
2021-10-11,-0.8725722938885181,-0.3560589570635936,-0.8908370395719304,0.07080385767060131,0.20929555844686779,-0.9895202951571296,0.4226434512837954,0.39048064650651265
2021-10-12,-1.6855676654975618,-0.20726970496652178,-0.8638936225772459,0.3076189226188568,0.3512199466556948,-0.45285974052388406,0.3287003904849932,0.4062212004761083
2021-10-13,-1.5405342844674785,-0.12269576737632927,-0.9845064482213483,0.49016158450433955,0.0585938784227181,-0.2669548216186669,0.6601853640939931,0.43862553414503547
2021-10-14,-1.6803759807386878,-0.6048648104092443,-1.5807628971809158,1.1361888114853331,0.04816613258162831,0.7383432934338556,0.20992937468750011,0.7772196936649988
2021-10-18,-1.1269958137224099,-0.1177102155662651,-0.865210252694131,1.021167208995517,-0.05991994751605614,1.187316850686461,0.40285248263403334,0.10946496264006299
2021-10-19,0.3156756797192411,-0.014774926604280017,-1.0943003065505574,1.8328295292411825,0.6140757360111797,1.0399766568791475,0.5008131439564901,0.5247513009087507
2021-10-20,0.5384815844713452,0.4078192636738466,-1.2699367123825023,1.998643595042545,0.7477822326202682,0.7442432087932069,0.5219216155191125,0.5737449541916061
2021-10-21,-1.1290846347717203,0.8918157397422641,-1.0241528844977834,1.612037849131717,0.16683162097450088,0.6728566984677404,0.5415201385412498,0.7140447528075505
2021-10-22,-2.3825004557843514,0.7474361986929545,-0.8011380359352676,1.5495928839410942,0.1300198872448798,0.5658033014982146,0.20778116968753343,0.7241106406054302
2021-10-25,-3.516246310804115,0.5803478795509434,-0.4409312632293619,1.6843796337784909,-0.11313963903938046,0.7803688002456209,0.6069631845164264,0.7916521251334901
2021-10-26,-3.5097270640867038,0.8347078198856667,-0.4059528556778137,1.7116802880182604,-0.13269757035081464,0.9322634604849404,0.4939105775801669,0.48568944484235654
2021-10-27,-1.642707195325417,0.9848177538086504,-0.6048871803348813,1.7437726086772911,-0.12241362664173672,0.8307357760360007,0.716917580893449,0.5265556295155186
2021-10-28,-1.2900445216153915,0.9426501404127351,-0.8326192148331757,2.0680852936708405,-0.014445336085380978,0.6950925291077348,0.6336095044555093,0.5396798146694449
2021-10-29,-1.9809397775852966,1.133843103911363,-0.7498896076867888,2.0548354235217308,0.12051926254585776,0.5882375714790175,0.6138924077975877,0.8482442328308196
2021-11-01,-0.8744547895477698,1.053523240218697,-0.42305811123931,1.9995823232903707,0.18628358127047165,0.5772284272341135,0.23905031792365278,0.5328611253980047
2021-11-02,-0.6632476884439107,1.136588951651572,-0.3458193994300079,1.812465328330859,0.5551879022590436,0.8676314855512375,0.5307281669912095,0.5351679017532447
2021-11-03,-1.2070672989411166,0.944774383251968,-0.24699168537349306,1.9718357399657889,0.39089003266836375,0.6222098335978988,0.34234075327845037,0.6153034944849828
2021-11-04,-1.4034948259850415,1.1387916689165405,-0.36384225033142564,1.9779946537504418,0.3316328401581771,0.533207673439621,0.44806041691786513,0.5930555038795153
2021-11-08,-0.37659673454288767,1.0129131557258984,-0.3914055387210809,2.301682998737912,0.2925270249713394,0.7191775444503198,0.24484679151306052,0.2827663391677213
2021-11-09,-0.9403009176147223,1.278028189324248,-0.5804659678996367,2.2499485113160196,0.21349216389524373,0.6521051840513767,0.31845277420846924,0.20207750696575114
2021-11-10,-2.0362124908519306,1.2125768815316476,-0.2958237559935991,2.3429220377976967,0.28072002352681164,0.5942210559306429,0.15821644796336062,0.1102720782788296
2021-11-11,-1.169971895547598,0.8998271991950865,0.03300081213156842,2.082249255068651,1.0257924747982046,0.5796176219175495,0.09038263773804883,0.12172269111260099
2021-11-12,-0.040932945156035155,0.7354917929242629,0.32627339761408075,2.51490042141245,0.7115260475074242,0.25430599421328365,0.030021773023930224,0.0440470920201954
2021-11-15,-0.3406152045758265,0.747982417933449,0.288639207408812,2.1407215291046073,1.048880611323812,0.2719846906045054,0.10851002047151252,-0.0977219078059142
2021-11-16,-0.8583751045223839,0.70444051986434,0.7099882201029896,2.1136344106067266,1.1512975768379923,-0.2901920972856407,0.1197465410319115,-0.3737709989762444
2021-11-17,-1.1128442098218272,0.6447370338883844,0.07374588327788861,2.1614742958061255,1.0768543585119845,-0.89510911947108,-0.11984149150424034,0.20480557370854072
2021-11-18,-3.5042356904296397,-0.049350456036565626,0.6322383276102318,1.444149737381189,0.3639070294052034,-0.2870949093616472,0.062427279815181626,-0.006839730169603327
2021-11-22,-3.958021665140099,-0.01770215068787471,0.8481653415812597,1.0308689194833467,0.1890934106258949,-0.07694421150711643,0.04269969256142699,-0.1991114819757105
2021-11-23,-2.763968825737885,-0.2772753900168466,0.4218425327885791,1.2045362937244029,0.5948346452974,-0.1071231675264256,0.17296962805870722,-0.21736070802982166
2021-11-24,-2.4711335442318294,-0.2073828865354254,0.26967231191760066,0.8198779786498793,0.4817849196131055,-0.17830719796137623,0.3518407129936199,-0.1214183809287078
2021-11-25,-1.4960833593311926,0.053113095958832846,0.05929856151553014,0.6508706522144867,0.7074828713709166,-0.48045392584836344,-0.2744593262533346,-0.49268548916803967
2021-11-26,-2.875129722501229,-0.3361853014398038,0.40548168127806644,0.5023470568155259,0.41782550043424505,-0.6593965526928971,-0.23236964978145405,-0.22111946430320617
2021-11-29,-3.181509552441009,-1.0496389491733435,0.5263161316421927,0.687572050957782,0.11774392871813008,-0.6699664251501253,-0.556343382126894,-0.022584787309584284
2021-11-30,-2.0970594716847275,-1.0116321198443894,0.47985615311078333,0.4026237476549552,-0.34672680410114,-0.8321002986163997,-0.22815597448592212,-0.17557280472092526
2021-12-01,-0.9400452153129343,-0.9525394129188879,0.6288853905343383,0.5718970519869251,-0.2946578867976992,-0.6783791746356846,-0.1777226006720481,-0.538401714786329
2021-12-02,-1.1576461954510304,-0.9234895554254084,0.6958176227258135,0.6193270122332611,-0.3643528030971376,-0.338540497030088,0.0635416556072535,-0.38894465833950836
2021-12-03,-1.4892663537233224,-0.9783620423949501,0.7755517202992273,0.5819762345945075,-0.4793461334178647,-0.5363692107280582,-0.04473528912919415,-0.35796257854003877
2021-12-06,-2.4328716751719566,-0.5497432883949865,0.5874504615483844,0.3202810641279907,-0.44630188247609776,-0.4072882563290798,0.21625462102278672,-0.3220668267618403
2021-12-07,-2.381740815152085,-0.7093918375926702,0.8360401956186232,0.3974262539883692,-0.3886801612702132,-0.2514704270828044,-0.1826057460522496,-0.4060812934603595
2021-12-08,-2.064841399223423,-0.5041735376507197,0.9493306999530143,0.04829327388133653,-0.5341118562100717,-0.4566998718430638,0.18711114481686583,-0.2213864194627504
2021-12-09,-2.148109434007464,-0.6059005827763966,1.0054686197232223,0.1553529203354644,-0.6131531820990145,-0.29721007538298033,0.2649835397601997,-0.16421796529504956
2021-12-10,-2.1656008435014606,-0.9191091703330251,1.078624032773571,0.14633124932540179,-0.36957471015027793,-0.14823865649254023,0.11119179018559991,-0.06681488700655236
2021-12-13,-1.4315579677598853,-0.503004862457249,0.7953848136214594,0.1542230349772981,-0.5881336805790278,-0.06692295581857864,-0.0789780463500076,-0.2937508053751505
2021-12-14,-2.14392270934495,-0.4959842853063623,0.6666897807174835,-0.38613018954378164,-0.6141132830895639,-0.2277334571014189,0.06239452076281535,-0.4184444098209295
2021-12-15,-2.7164148662148113,-0.14563598455230178,0.8305265164548061,-0.1479709599907996,-0.687103770617976,-0.37362687590894395,-0.07502175280059512,-0.3125664301305796
2021-12-16,-2.585251976304514,-0.38056786006216303,0.9857625445086866,0.03436252896003165,-0.8572578987416283,-0.27307386733266037,0.28500504560567436,-0.06004639274745274
2021-12-17,-1.9874375864413485,-0.6051073822278684,0.9888785204032882,-0.08645034798585516,-0.9924474783996079,0.1030950399203894,0.6340984342253826,0.2206190397667066
2021-12-20,-1.9042726524456806,-0.5282550785692,1.0511154060681225,-0.2608229076108116,-1.2540584810635493,-0.2312197775558999,0.4277620959713418,0.22702829981001782
2021-12-21,-0.4042984695778301,-0.5910732909162068,0.876249128767167,-0.032089249549556685,-1.2151269367456576,-0.4256488936828731,-0.008316769164276141,0.40115387175749245
2021-12-22,-0.1182848574052652,-0.7778426479666931,0.9304803827710558,0.0950812924645098,-1.1223469206076127,-0.4236547008902929,0.12463406736827007,0.2680816955493987
2021-12-23,0.8213985218507917,-0.7306535007734895,0.9713474406541017,0.2365790855516154,-1.1594389177125244,-0.045727156376163224,0.560541327933152,0.05649979828214771
2021-12-24,0.9898348939824481,-0.8457574512841165,0.8765779297477172,0.17453319543722812,-1.3110485838000823,-0.2880452298555985,0.39130026404265367,0.1132567734569475
2021-12-27,2.2724744262751155,-0.6141416681252748,0.6619989412084787,0.3186528739870741,-1.1782526526127988,-0.06272910560613908,0.39395715352522936,-0.1393177296081065
2021-12-28,2.5175569571625163,0.09495403468247145,0.6295538063905736,0.0900725626214538,-0.9207466501559011,-0.08085710979861721,0.36853582440567545,-0.4814758598836644
2021-12-29,2.083284077494869,0.21160170482277005,0.7926623591130805,0.03285075841808651,-0.6655128990186842,-0.014054353586492504,0.17243005252829233,-0.41618177054477357
2021-12-30,2.1720360025179417,-0.21601605883871772,0.3320706829904277,-0.09362908681780496,-0.8209112151401631,0.016255136364892113,0.11709863855659437,-0.4189701601146528
2021-12-31,1.5552474249890977,0.07448265332989887,0.13312995652201234,-0.23470422098538787,-0.6839758276749334,-0.2162699752543108,-0.009243185059690935,-0.3239073194323093
2022-01-03,2.287065138296907,0.09398677127873996,0.22912941368687242,-0.14737872313392394,-0.5727213299098735,-0.3481286826065934,-0.09462411873154941,-0.26062372379050674
2022-01-04,3.47694753888257,-0.38155205100372297,0.38409357008720824,-0.034222689909649856,-0.40492629247344775,-0.39614667157006905,-0.3749936297891581,-0.22795135678906878
2022-01-05,2.3500134177767977,-0.05322289657878742,0.2630376616073583,-0.4050849994572456,-0.5094421476777928,-0.6206354124029315,-0.2601104930363852,-0.0059396081121510964
2022-01-06,0.7871322612743245,-0.2821298893036908,0.23464342324103854,-0.3096924103578905,-0.3002115413448401,-0.5318044329055297,-0.8468658324195588,0.15274541628971325
2022-01-07,0.7521004229232922,-0.15609452877372595,0.6245313796062497,-0.4147677036509559,-0.40925487094773094,-0.640458378110717,-0.8351007055175848,0.4233407743722983
2022-01-10,0.5991383427852656,-0.1214172229907629,1.0492712808143492,-0.21356419405728233,-0.5857233816270827,-0.6429197083538218,-0.5184525085705259,0.20183877689205337
2022-01-11,0.5723660698622139,-0.7133463072188242,1.399954224350601,-0.26560436541944066,-0.6845379246808305,-0.9332753000497743,-0.6364503626695288,0.1508513653812197
2022-01-12,0.5932747863567547,-0.830514701871399,1.1889389314979064,-0.016649174715234395,-0.4646624988626392,-0.8521688486603876,-0.672993082814754,0.13767314415925788
