,Communication Services_PC1,Communication Services_PC2,Communication Services_PC3,Communication Services_PC4,Communication Services_PC5
2021-06-11,0.523889958418738,0.24545617275045384,0.8407746849830442,-0.5542173179648212,-0.10694726014003625
2021-06-14,0.6379680675558114,0.08842039500459575,1.0725343178346871,-0.8445817954592216,-0.19225056937969767
2021-06-15,1.1233662794304955,-0.12113960759684116,0.92621950977539,-0.9761179867558851,0.09124970329620181
2021-06-16,0.9607333705689944,-0.0021328422093945857,0.6893962572154786,-0.633603341620562,-0.2143248293684031
2021-06-17,1.0071102570488268,-0.1029159255037167,0.6932536960595829,-0.8230274049388916,-0.0607972125105699
2021-06-18,1.4935029269423592,0.2613190227589929,0.09986869317935206,-0.5959127999230183,0.07053468392324705
2021-06-21,1.533276326777329,0.1982377719581428,0.4468312409120979,-0.5742443395389978,0.13813133936240227
2021-06-22,1.455224408470343,0.23914387914092056,0.48586556148031584,-0.3907421664885647,-0.10006748055209319
2021-06-23,1.327909170228059,0.2393007746662347,0.5795265562478255,-0.5530947055963931,-0.31086932065124545
2021-06-24,0.7392025938488723,0.08775924073061567,0.6228532301258792,-0.7743115628732762,-0.5768965891190815
2021-06-25,1.37300723552513,0.3136762228991838,0.366431915340877,-1.1283808537389566,-0.42276774622016017
2021-06-28,1.231392014287405,0.1448988828383362,0.579718126056253,-1.2101451425317904,-0.31030366272688714
2021-06-29,1.0616825498140414,0.20321672140794533,0.7403331499290872,-1.137181697494846,0.1306243481835695
2021-06-30,0.8597459898152493,0.3912894164991294,0.4042958431506126,-0.8557063302522921,0.11444474820517801
2021-07-01,0.9695592918991995,-0.33895013904747867,0.7461318281303408,-0.7324164781421301,0.520489885985048
2021-07-02,0.9012091165246575,-0.6914262746513524,1.0167953719453882,-0.4800364904378753,0.43543228265956035
2021-07-05,1.0382061551046085,-0.76468937479283,1.1169929355209292,-0.49846666835232184,0.59232799868888
2021-07-06,0.4297253285157255,-0.8846533276072616,0.8172698253976357,-0.12794303575236254,0.6822606704813396
2021-07-07,0.2194262853709816,-0.7985832949897762,0.8744219906309799,-0.2798162091358476,0.6069675838223838
2021-07-08,0.3593433609085908,-0.6167562816620136,0.7165839520667647,-0.21955842317105992,0.6825203065044609
2021-07-09,0.07305385534970156,-0.7321570105152797,0.4308941048423104,-0.36072427422173076,0.6604553704750703
2021-07-12,0.12056356875456054,-0.7038741518229209,0.4284824820090274,-0.35289966270969214,0.8090837029768135
2021-07-13,-0.09923401179094558,-0.43172289227988314,0.14992874640625117,0.05010123302587992,0.6253353821448342
2021-07-14,-0.1469550255030061,-0.361986256852265,0.42267033632872825,0.12350367693342212,0.19670792260276626
2021-07-15,-0.12099287666182722,-0.38281416253843736,0.45166514678234154,-0.010454690739554288,0.12796377281626414
2021-07-16,0.04701091043035727,-0.16039424887091866,-0.11703028472969533,-0.15470826690331746,-0.3080163368970429
2021-07-19,-0.2970097724239469,-0.645396842069738,0.47167216373202975,-0.04235411815815919,-0.3858692140196562
2021-07-20,-0.5020015181334788,-0.6161620548982385,0.5815466757434047,-0.26036040316532477,-0.10355793692908795
2021-07-22,-0.07666299904513486,-0.7196787321915716,0.09364117892026927,-0.3384847369919223,-0.010329556652290914
2021-07-23,-0.07923111503834594,-1.1057392723650168,0.24529477910281933,0.08971363602031565,0.011518792057913826
2021-07-26,0.00987711784139715,-0.7742793828670694,0.020655702650598802,0.3723013696417602,0.04438308757837705
2021-07-27,-0.5166673797512713,-1.1362061132474184,0.26910577427050836,0.3903702794298468,0.026063054893742225
2021-07-28,0.11301671193388356,-1.4480321477839333,0.17851179368719378,0.32999315853056194,-0.40568178582199055
2021-07-29,0.28470226914079855,-1.332498179727545,0.0771959004503129,0.43550019679972723,-0.4748026748482864
2021-07-30,0.7481341524818895,-0.9404086307286261,0.21217069957096912,1.0413208415235724,-0.3073093158038036
2021-08-02,0.6274994946999221,-0.42716888057661784,-0.0897945961369906,0.9145873208274805,-0.8869041818379223
2021-08-03,0.5981082431520004,-0.9667436798953803,-0.005650138210024063,0.9885595720143548,-1.017279129457468
2021-08-04,-0.1952985641015512,-1.8752456701174112,0.2629566508398326,1.681034482628758,-0.9505338200659669
2021-08-05,-0.01778782083096582,-2.0651311035787754,-0.059658366688714264,1.385142545305905,-1.04292845397314
2021-08-06,0.3656496284140056,-1.496108297851442,-0.43073213910142627,0.7679487481092138,-0.9293762913490581
2021-08-09,0.17764339581425326,-1.4869012090683242,-0.3581606642504184,0.8748454709896496,-1.0514572156006354
2021-08-10,-0.04952083723162261,-2.012917642029497,-0.559322134488424,0.7425733014186908,-0.7765532872681696
2021-08-11,-0.21948541099330987,-1.9458951672851066,-0.8173909976360709,0.8079084348963808,-0.8470441929209005
2021-08-12,0.04306318971730927,-2.094054372839951,-0.8964185486795302,0.7719057352754372,-0.2898873367447123
2021-08-13,0.012920988407849788,-2.3415698944570047,-0.9348869652763259,0.6843368923619951,-0.5205582204984299
2021-08-16,-0.32589660380120766,-2.6438743257597777,-1.0434240870863274,0.5820332207675194,-0.3961877527341184
2021-08-17,-0.44779007395885567,-2.981746301825236,-0.28575977798083035,0.6040852582639953,-0.20961824015815486
2021-08-18,-0.36461430152556196,-2.4596245254909226,-0.5957823136471079,0.031125521469515655,-0.20760071583789474
2021-08-20,-0.7431667347693612,-2.7274190902813937,-0.6099842931233548,0.049134022073427826,-0.4754540001316201
2021-08-23,-0.8279516819914909,-2.7670453874405796,-0.27987589514366534,-0.14107468444578883,-0.3852950550196498
2021-08-24,-0.003066316076493951,-2.1653262022647586,-0.3997132017199794,-0.22381322796629793,0.19890942528361708
2021-08-25,-0.1333305149116335,-2.3727797614565356,-0.2669316834193615,-0.8486874087716738,0.2009651648411746
2021-08-26,-0.5503154609270889,-2.401037420357997,0.05723219835814353,-0.6088510676394502,0.24958611213279572
2021-08-27,-0.8715577308023734,-2.010777204618473,-0.14095026902655022,-0.43559450816635353,0.7476312248724809
2021-08-30,-0.3718395268941065,-2.377730132763809,-0.2195198366457322,-0.6751307512147705,0.6976769334344417
2021-08-31,-0.328232070245674,-2.98759851262423,-0.8898104943093548,-1.3779625772939832,0.49898289392585277
2021-09-01,-0.5665505473599565,-2.7836771260126554,-1.2513760479014504,-1.0617194570018427,0.732143778167257
2021-09-02,-0.3703758356683283,-1.590780467380271,-1.6692957552493877,-1.5982118484182033,0.9209648950344522
2021-09-03,0.03350658166348836,-0.6067235414800923,-1.9828767543054187,-1.9048060078570417,0.7720946068960683
2021-09-06,-0.023762387903534746,-0.282486444682521,-1.633056375973793,-1.7774911853989743,1.0230854313578328
2021-09-07,-0.0248538496399412,-0.45879640382859516,-1.4997532065595711,-1.6232655461135679,0.7939212666559422
2021-09-08,0.554126085296563,-0.7785880164540288,-1.4562182098353347,-1.9014327276610035,1.4587276914327132
2021-09-09,0.9462421513270454,-0.1314276375433663,-1.2624696130309796,-1.6001284845127337,1.0962848358336081
2021-09-13,0.891780546026277,-0.4385767769930904,-1.2388516932493088,-1.5598779290568563,1.0531430017426215
2021-09-14,1.4752064452722873,0.1521223604939979,-1.2074582613363187,-1.4718174199752883,1.0105405044101319
2021-09-15,1.4350270684849293,0.30286215227636315,-1.663946467925294,-1.5704458575482263,0.9813527927067285
2021-09-16,1.9970669670094112,0.706718028926607,-1.4866277548200095,-1.876029379374334,0.942567369836441
2021-09-17,1.847347159168156,0.6589626554663258,-1.6861183117917882,-1.86878428715493,0.5218621023659371
2021-09-20,1.7425077875922081,0.7011916484400521,-1.782312070351922,-1.8139343134666688,0.5228904567725653
2021-09-21,2.3511429576690017,0.6603168304073882,-1.6688600091929562,-1.5783897182436524,0.625559673142134
2021-09-22,2.6752710114767466,1.01109250824429,-1.4344263343385242,-1.007581420648514,0.6041809227125513
2021-09-23,2.4261180534998252,1.1050063591664758,-1.513500650118954,-0.9235070399762695,0.2769862529755553
2021-09-24,2.2638539909727893,1.0534910806771522,-1.8421522180921261,-0.880428077903103,-0.026960093940754024
2021-09-27,2.494295704565204,0.8680074709066546,-2.0857324325867634,-0.8526497069677144,-0.09689356385639318
2021-09-28,1.9388362503419032,1.0518954009532542,-1.8701895422026824,-1.0800206959364753,0.09257582761026667
2021-09-29,1.2505082428413188,1.511658775649807,-1.7619746003014694,-0.8694149573527327,-0.18501138031532705
2021-09-30,0.8407165930280911,2.032728505491601,-1.3077489669209101,-0.6655729051835282,0.04536678839355724
2021-10-01,1.0503603906186336,2.2329987675718317,-0.8745731229876335,-0.4922653319102427,-0.08331713777529638
2021-10-04,1.1385921583645557,1.8169166814434516,-0.6055971465564355,-0.08334997889917124,-0.11459207424465113
2021-10-05,1.4590472327569137,1.5649831555762854,-0.7077846719563078,-0.11071765335056788,-0.31849196998758805
2021-10-06,1.57625261946251,1.544440939836152,-0.5020187718210103,-0.07890355269559533,-0.34659133154968835
2021-10-07,1.4118586771448727,1.3348794400678092,-0.24331772870246718,0.4273406699169019,-0.0250544776577701
2021-10-08,1.053743409015504,1.5542141165131855,-0.42728980444100767,0.5303470900461523,-0.5786852305975262
2021-10-11,0.5715276732511319,1.3741151954617359,-0.11550709460836947,0.46196354044077453,-0.3988473727532998
2021-10-12,0.5318294973973231,1.5699270238417433,-0.15543069223888098,0.4396051848628934,-0.07569452971005962
2021-10-13,0.4338357276168395,1.0888562806101423,0.19235754663708934,0.17709784820687688,-0.2901977948851525
2021-10-14,0.37432098682529136,1.349299060160993,0.4793982576959531,0.4613621131357734,0.4192569219782731
2021-10-18,0.007494440018015907,0.7120048165141302,0.8243243885579254,1.0383805784831337,0.2234822985439485
2021-10-19,0.12495498762740376,0.6388557040011924,1.0719174377526637,1.2236551330703704,0.4596130478301331
2021-10-20,0.30424191567820663,0.6887103975628912,0.3809110479514991,1.0918987879226536,0.4089845372799593
2021-10-21,-0.14280549409086302,0.9738752336550723,0.32750454690909747,1.5449278261536188,0.37953073422162537
2021-10-22,-1.0375121387523765,1.1524176981416994,-0.08995813574405376,1.2972386984483586,0.011014769588072846
2021-10-25,-1.7856125679247743,1.2785909868876075,-0.42936111763400553,1.2551896467436567,-0.16567533462038447
2021-10-26,-1.2318132579676717,1.1459572974291683,0.09179514658488046,1.757703150106577,0.13343905961741792
2021-10-27,-1.1018613475724912,1.0579934245803595,-0.07275297938591953,1.8123910054736427,0.2412164612815379
2021-10-28,-1.2546334837494977,0.8111863909934974,-0.21754546042022543,1.633625785641017,-0.01774026202687077
2021-10-29,-1.041568076522671,0.7183373376637261,-0.17006172655790236,1.8952607577915197,0.3721808843875432
2021-11-01,-0.44787312085049286,0.5232669576772876,-0.7060917537510604,2.274025348277332,0.5732844445423768
2021-11-02,-0.6151110795870632,0.41062686666362896,-0.9303394747686168,1.8796109382099448,0.20941364567774365
2021-11-03,-1.0947813845921954,0.6145280154212286,-0.8010674564353051,1.9245086524748063,0.2170884107027371
2021-11-04,-0.9802601669220681,0.7549923876967557,-0.4937010680366786,2.013850947980671,0.43368156228913984
2021-11-08,-1.4507070256086505,0.3379819058152423,-0.9504100271621072,1.4867421165495232,0.403701314338492
2021-11-09,-1.3493484946355505,0.49292310168889747,-1.0990225753423035,1.310042015350534,0.41818546755236763
2021-11-10,-1.4320412155079463,0.34034790604763443,-1.4205453683859166,1.3377555692644758,0.15945573035376842
2021-11-11,-1.3334179608323915,0.2999418698879834,-1.266767900060942,1.243999504663452,0.13988137477968549
2021-11-12,-0.8445265855504551,0.17188483687739117,-1.4035970948582726,0.9308839831631142,0.1302684878815906
2021-11-15,-1.5052952750714457,0.19579672039682114,-1.6321528428689251,0.8822220682996921,0.2157982425565313
2021-11-16,-1.7461403465474352,-0.024461468359619622,-1.5250790847261946,0.472990818093635,0.14413553924524342
2021-11-17,-1.5370156071534495,0.12441033596013935,-1.3448174172317422,0.6388429610502239,0.10937586834515287
2021-11-18,-1.7121073605216568,0.22625110426622913,-1.4231487299058183,0.2467335270100556,0.18964588236275462
2021-11-22,-1.8815571338829002,0.4840200849229509,-1.4165388435436772,0.525256432848149,-0.2710570162154731
2021-11-23,-1.5554746304890001,0.1432515504025615,-1.6474567445506334,0.16636229011543516,-0.5286444417062048
2021-11-24,-0.9854218381072287,0.04279510483884089,-1.4062855364808187,-0.13932252858900895,-0.3121852940958399
2021-11-25,-0.29943586588889215,-0.20356363651172849,-0.9963552087894844,-0.6524817641229593,-0.4724240688108996
2021-11-26,-1.1222489831515958,-0.24240125690836653,-0.6415917956494279,-0.8575525533697359,-0.46338196142315596
2021-11-29,-1.1704485979822177,0.03793915547660584,-0.6108289063013905,-0.8521902882046533,-0.6331456195380147
2021-11-30,-0.6844118039070557,0.2635388001282982,-0.4542027556901222,-0.6427066401374766,-0.7443149111867879
2021-12-01,-0.5482478838509399,0.5665543839273518,-0.7302732964260134,-1.2859138622715336,-0.4713954086613701
2021-12-02,-1.0132125185213412,0.5047884782587423,-0.2373565732391837,-1.4571793412464282,-0.8774979975876424
2021-12-03,-0.902069702954616,0.942253526696783,-0.1312745874653015,-1.8287562426074366,-0.7286230600046818
2021-12-06,-1.03603374395662,1.1386210977472693,-0.15341904356000893,-1.9967565263122016,-0.7952853058897237
2021-12-07,-1.1575445801387119,0.8834915624515818,0.0204723647734538,-2.0331233563743925,-0.8822723251657069
2021-12-08,-0.3898946958552943,1.2013016751184582,0.11975417313670797,-1.312148730125122,-0.9902679669904015
2021-12-09,-0.3602140816205785,1.4230835403237658,0.2251377715311567,-1.5940317473851429,-1.157979624812384
2021-12-10,-0.18320239392332296,1.7836507235969448,0.7993287794041147,-1.352934611056542,-1.1270945673906791
2021-12-13,-0.14811164931055584,1.7503311218887576,1.1367696532386244,-1.4077600792937466,-1.5899657249273123
2021-12-14,-0.6379701935459255,2.0433156332137488,1.4902719222139809,-0.9811770497598835,-1.7888536404323032
2021-12-15,-0.6063578191728436,1.9196211736971511,1.4205605869741433,-1.1082616869839752,-1.4985247915071955
2021-12-16,-0.8670908881993913,1.9037649199962736,1.1946166971962866,-1.0762985597901322,-1.5497329841176033
2021-12-17,-1.431261549285759,1.7973575338497714,0.9889537091033463,-1.147920613075991,-1.4260454524293409
2021-12-20,-2.033955877091999,1.7625599634093558,0.7179830499320594,-1.1707084287706342,-1.486074675340563
2021-12-21,-1.4879749066360897,1.5754327324432222,1.4918403084587373,-1.2891677738323803,-1.1722474356482986
2021-12-22,-1.0683993686795388,1.5311098801555976,1.6006486445022405,-1.1430016415672506,-1.0233457060678999
2021-12-23,-1.1130785937566783,1.3745171961646814,1.6726335436862358,-1.1314498291610402,-0.7607179837596713
2021-12-24,-1.6093214046933317,1.1610923837558613,1.4763654660590713,-1.1496336672374068,-0.41406912495374815
2021-12-27,-1.188657179373125,1.1631635094909047,1.037901335675548,-1.046197353096168,-0.3717720753203327
2021-12-28,-0.941795537763345,1.0791649038394548,1.158997543778842,-1.0027077376687255,-0.4231395685557327
2021-12-29,-0.76152900425005,1.1584616083697046,1.0131804611563657,-1.1465631078415919,-0.45844411423148534
2021-12-30,-0.9977749887083435,0.5789753725188282,1.2000018660219993,-0.8706979939070055,-0.7376615302133058
2021-12-31,-0.4921124513152852,0.7847798194468254,1.5020340650708126,-1.1280608891077584,-0.733343599642558
2022-01-03,-0.4035734241755353,0.35167273805626836,1.1358935228404226,-0.6944800414388543,-0.5043490906153101
2022-01-04,-0.18202243044037464,-0.11537021897590707,0.8312808389353533,-0.6311398694511925,-0.4633560782934426
2022-01-05,-0.05584281189512597,-0.011634171481655476,0.8812079215863041,-0.7257946133100839,-0.6143349865933441
2022-01-06,-0.3931289042501293,0.06744686368346343,0.7418838632135396,-0.8111206781677835,-0.5776464038998065
2022-01-07,-0.6890915282225951,-0.3643661299868166,0.8377390740568712,-0.586802110135469,-0.32687624652282615
2022-01-10,-0.6669608702695277,-0.44569240423964207,0.8091117900901277,-0.5565821666955902,-0.3292656008533527
2022-01-11,-0.7108957154748599,-0.9448102821584151,0.6242610913522041,0.016940048144575896,0.2719370061018589
2022-01-12,0.00642550183044884,-1.2005935683021982,0.4764027352057834,-0.5115223121865843,-0.20763542644771615
2022-01-13,0.23003557293329802,-0.981402542260831,0.4178908811965724,-0.147570724487679,-0.4825974945205117
2022-01-14,0.5381208194829828,-0.8490754449872696,0.7014707818814474,-0.04524165674186397,-0.46648868949762917
2022-01-17,0.9793640795061306,-0.9686360417116052,0.4960369712960371,-0.0037480299203475806,-0.6194602899161242
2022-01-18,1.0800848877391274,-0.7401782433337605,0.4840437097176233,0.4317637728307822,-0.48397215731668003
2022-01-19,0.4588506242305204,-0.45817851505666285,0.6313467563855883,0.6217883179675726,-0.8083855722045575
2022-01-20,-0.1923109998368793,-0.3275987282656504,0.14981579905593623,0.5724665948566118,-0.5520172158834868
2022-01-21,-1.0820439051761956,-0.10883069435640716,-0.09934702524515304,0.571259990521891,-0.7128491273056193
2022-01-24,-1.8170490521990474,-0.16015859225384463,-0.3398900664930179,0.7043971058244621,-0.8732891489979151
2022-01-25,-1.481900096080117,-0.22172114109300764,-0.6353208884781415,0.6655279328286321,-1.0847194398508544
2022-01-27,-1.9760911962576442,-0.28977038892110835,-0.6144719975123075,0.854314772605272,-1.1527227185831905
2022-01-28,-1.7353669596547778,-0.2843134776478092,-0.8867819281596858,1.4095196439798148,-1.0049977059884412
2022-01-31,-0.9276939120655797,-0.5751572122211276,-0.850055228342047,1.2405645123671638,-0.3836916131550836
2022-02-01,-1.326447590617946,-0.7556197906232458,-0.8109064696409392,1.3126148119054932,-0.14758679101994165
2022-02-02,-1.060219404605061,-0.5350396329556213,-0.6667170837731808,1.3060516644815188,-0.09135037947154673
2022-02-03,-1.168000560456127,-0.35910840689688683,-0.5157077919854842,1.2868283671075114,-0.21145510141500812
2022-02-04,-1.7433005214160024,-0.29725105496595455,-0.8260910163843903,1.1508025121410868,-0.20234827519201243
2022-02-07,-2.133232652138324,-0.24333191157953932,-0.560313202697756,1.111378042221968,0.030803318906133813
2022-02-08,-2.030101910743402,-0.22087494672373376,-0.6432400564968186,1.2297028740561347,-0.15641295684954493
2022-02-09,-1.6516725213280925,-0.3391310048878389,-0.7759969544441804,1.2353259989250567,0.09582355240821659
2022-02-10,-1.2587287298153256,0.3732766661981661,-1.0292483739914207,0.7795798427570492,-0.25930049138930356
2022-02-11,-2.397067294502443,0.6372150743384072,-1.0886711815384287,1.285144646589002,0.07851883139810048
2022-02-14,-2.951965987209181,0.6847877544720998,-0.8279957871629816,1.2721379660742103,0.3342417440617084
2022-02-15,-2.3273231836840234,0.39240430879559735,-1.0002371215929673,0.9913766442114866,-0.044854511894615874
2022-02-16,-2.492715391480404,0.3830984920235494,-1.1239733706876693,0.8443241569981889,-0.1404725923808942
2022-02-17,-1.939653527740723,0.24586736806887927,-1.0180879133830778,0.6704047621547056,-0.04102725159313787
2022-02-18,-1.9710720227637322,0.03562531151153723,-1.264288827879267,0.3256181225169167,0.25703017635262226
2022-02-21,-1.9347149338523528,0.12707846004222934,-0.8179673601036157,-0.11631950508513036,0.13136405625985947
2022-02-22,-1.3814789211981084,-0.15629056735055225,-0.6048650088746358,-0.21645388078148167,0.22929102935937676
2022-02-23,-0.4843872587349818,-0.03567063883518645,-0.4326781324418594,-0.033402369175971856,0.2359093347962314
2022-02-24,-2.113533402895512,-0.15980208234650073,0.0353793684318769,-0.5655873067631108,0.6673063689501533
2022-02-25,-0.9631606364061199,-0.046393986939839954,-0.053305094681913114,-0.5183332162693075,0.7593030638053785
2022-02-28,-1.2112458759761338,-0.13509832599332325,0.18740362568631874,-0.8695220205386545,0.7116174513356717
2022-03-02,-1.8231270444084586,0.44047354611374634,0.31714882644451214,-0.6628187061405897,0.4464498460851294
2022-03-03,-2.0490041673174035,0.5070613605280551,0.028458282411288605,-0.9305089687091233,0.38565068061828817
2022-03-04,-3.156160034909178,0.31411166334748847,0.255739327008504,-1.0202936477926514,0.07696024484057595
2022-03-07,-2.9337687211806394,-0.13733603023092342,-0.023381029326294354,-0.8094613653220479,0.00638345342432227
2022-03-08,-2.3270664411615396,-0.08722307213242175,-0.13838003839133897,-0.6308354328920267,0.3354169309480006
2022-03-09,-1.3530299549038964,-0.0639792037539113,-0.18038285902495185,-0.49245872159314097,0.3334508754637561
2022-03-10,-1.3044223136668902,-0.19599927057709343,-0.19401791218534548,-0.6824314445908919,0.37436932052867894
2022-03-11,-1.794277010344741,-0.05755580415645229,-0.1829773621529092,-0.9239899746937019,0.3380413077253968
2022-03-14,-1.9192718179509412,-0.10020053994005707,-0.24677981245661515,-0.6476433450639475,0.3477393640996583
2022-03-15,-1.6476775949197682,-0.4146355632276417,-0.23210416869408876,-1.0401939927348218,0.40824063036577396
2022-03-16,-0.6587942403670158,-0.5179451237430625,-0.2973521354350293,-1.157383103070999,-0.038869261039357964
2022-03-17,-0.8466936395226179,-0.2400737626175641,-0.4424553211215498,-0.42943143187506383,0.3122577650850716
2022-03-21,-0.8621626633450352,-0.0956395391820671,-0.05031253545709273,-0.4054443795843923,0.7703718410924055
2022-03-22,-0.5530498360034657,-0.32564013574979095,-0.19701659935110732,-0.4954869525130786,0.8282809125154916
2022-03-23,-0.38685520281622526,-0.2233013488681759,0.22698903194427003,-0.37687125491700374,0.7172515342314423
2022-03-24,-0.3192302637009271,-0.0825106644246673,0.11038064313815524,0.24447238145812675,0.6651609457231973
2022-03-25,-0.011074638853381226,0.003913665892639383,-0.039860620329633674,0.4827464781284555,0.4453327417888825
2022-03-28,0.018682186826924393,-0.17944764286190773,-0.3228414944872509,0.4105894064005318,0.21082976856290048
2022-03-29,1.8718496571658783,-0.13989911811368336,-0.7485639767712716,1.2159657509275066,-0.06582616573979552
2022-03-30,1.2540027713051125,-0.09520631628619033,-0.5607147594043815,1.2029155933612274,0.20362524246304112
2022-03-31,1.4095876969911376,-0.22897369657910843,-0.2927929943887547,1.1892842901869847,-0.30222518001981175
2022-04-01,1.6454820644267871,-0.28416350859323924,-0.46962121019153613,1.1650022252397483,-0.54918973145117
2022-04-04,1.827088253045894,-0.5283623780161917,-0.5121644057638634,1.2918766207209116,-0.5555994822696595
2022-04-05,2.6840675193642975,-0.5684407272104096,-0.6513426533072284,1.2357189203208518,-0.3311220704714073
2022-04-06,2.861276128586424,-0.12935295961808368,-0.3464765438525321,0.8934538042746543,-0.34043864794361184
2022-04-07,2.681035358434044,-0.10319821173939002,0.23224175489052276,0.683596764348123,-0.4120306822199943
2022-04-08,2.3363151851287998,0.0057706526968732495,0.3273449222385284,0.6883186971997861,-0.5557471453247598
2022-04-11,2.4211316072398903,0.279455017804969,0.4413827899031783,1.255373790535163,-0.37820512149052815
2022-04-12,2.000161367460749,0.2602950963888029,0.6122365654833739,1.1535753220757885,-0.40211193571610787
2022-04-13,1.7140082763807616,0.12624063651882114,0.6469125696757938,0.7460875430646153,-0.26161267047790454
2022-04-18,1.8116230066148544,0.319088943756053,0.9965326714494991,0.9450582024573546,-0.2226496035798249
2022-04-19,1.0517379505750812,0.28083436497529973,0.8693683584802178,0.8428077827822357,0.024926662259734257
2022-04-20,0.9578892977444582,0.11354534914188179,0.9916776375048603,0.403488688275519,-0.3569847565420927
2022-04-21,1.04180115784878,0.20296664581164514,0.687983864509858,0.6373296877127275,-0.4604220346618172
2022-04-22,0.7064987815454089,0.35777274838147294,0.566178042984294,0.758195622819249,-0.35348626342103456
2022-04-25,0.07318640940840819,0.22923992094620918,-0.5212578621472073,0.8632608862853635,0.14163197338216713
2022-04-26,0.40829518693571615,0.04028931330333551,-0.6880520878348051,0.8523201407527453,0.2124822643792172
2022-04-27,0.07306467053810725,-0.0237625993235761,-0.7202952835651502,0.829128211119045,0.3498226730720081
2022-04-28,0.17410647297961634,0.08251057176674295,-0.16702504064868748,0.5730986870913414,0.9436181759126813
2022-04-29,-0.42020392273722684,0.24215745259416113,0.29897020163022786,0.1311698601612877,0.8857963256070022
2022-05-02,-0.8507872721794483,0.1458186819316232,0.08639651063057316,0.06414692217552581,0.47878144255666505
2022-05-04,-2.043792843809043,0.36286208008427157,-0.2723456141244401,-0.16357662288643093,0.7910239801814348
2022-05-05,-2.5449977644018196,0.36611086410814164,-0.313082454696142,-0.04531822952360903,0.6620525407285007
2022-05-06,-3.090037135681387,0.5889897102020458,0.019446171146463215,-0.09029207145248562,0.15176073185811847
2022-05-09,-3.391214032067996,0.5375242246533425,-0.13554196836701668,-0.08330290899703316,-0.017410340583656217
2022-05-10,-3.8993864151248174,0.32467953041246944,-0.3219662691895754,-0.06460986525551518,-0.02124568589871635
2022-05-11,-4.249182398141209,0.19983085388797128,-0.9755871586471017,0.04087017527213072,-0.000551934568893489
2022-05-12,-5.066110155868172,-0.08939749987624392,-0.6665116435355913,-0.4093520049148633,-0.19890465352804176
2022-05-13,-5.3666335450937055,0.060807504664506205,-0.5851061469992512,-0.8431247920882288,-0.27087118268430854
2022-05-16,-4.565464079232644,0.26509669758361826,-0.8526670444308427,-0.950934962774196,-0.24411813149075343
2022-05-17,-3.7424495420997697,0.23909311119471272,-0.7454478589057207,-0.6402243065042442,-0.30272775941380087
2022-05-18,-3.740196050975711,0.2924801050090286,-0.8902971832190097,-0.5932912863290922,-0.12188983929668723
2022-05-19,-4.174715378285506,0.3993603484299841,-0.6087548866807698,-0.7556037776971047,-0.34292186019156323
2022-05-20,-3.6508088565133203,0.7557377355009485,-0.6700711462826189,-0.005760661566807836,-0.028320178905907725
2022-05-23,-3.6987641496526833,0.5200750410031022,-0.5675867536941339,-0.39464535624187647,-0.08203465281477557
2022-05-24,-3.7098819243676164,0.5912045107810964,-0.24107478318454223,-0.48118732155394606,-0.18942452727276216
