,Utilities_PC1,Utilities_PC2,Utilities_PC3,Utilities_PC4,Utilities_PC5,Utilities_PC6,Utilities_PC7,Utilities_PC8,Utilities_PC9,Utilities_PC10,Utilities_PC11
2021-06-18,1.6038223518730073,1.2389373154896735,-1.9948705313698953,0.15914371149977666,0.19434852971724217,-0.8834464796623358,-0.576881707511618,0.17812627716654209,0.33498974643027185,-0.7743366214285702,-0.6860664930103465
2021-06-21,1.7392463115198293,0.9499074567494366,-1.8193792309267929,0.000510463017568912,-0.01865918082443951,-0.8672930945987439,-0.792814542851009,0.10940532158520945,0.3704945749881117,-0.814447290626551,-0.7241414031199905
2021-06-22,1.729923984328981,0.874979351885386,-1.9149253291738277,0.2608083965362639,0.17412955723314089,-1.3092992858245869,-0.9630673157777383,0.3413510256409792,0.5069140901849963,-0.9122127320755161,-0.5479215681314389
2021-06-23,1.324221424296533,0.7290632719794453,-1.7799824114292702,0.5969946263072251,0.35622327440669715,-1.421161663845229,-0.8920915456099332,0.41076278142094824,0.4799305042516837,-0.8975263542103228,-0.4823505056772588
2021-06-24,1.2892870680093738,0.28947983560996976,-2.051071788040851,0.850697045462247,0.39738301274557486,-0.9591632048486509,-0.9427689925193626,0.5202272984083544,0.4575754967412663,-0.5187709175002921,-0.5648231390753315
2021-06-25,1.1031762812045873,-0.13569026732251674,-1.994870827343716,0.9199495930355459,0.42261503469381834,-1.0641762765414717,-0.7698998701238007,0.28160927187417145,0.5817009620630261,-0.2816159026039209,-0.7240697606315708
2021-06-28,1.643498393917694,0.3221989667317943,-1.7847854943602608,0.7178789883046846,0.15056659268928707,-1.1521292225469322,-0.6059064121452156,0.38578722045816544,0.7607927901644135,-0.41877432230740136,-0.8154116768370342
2021-06-29,0.9780638113879917,0.5950777888946832,-1.9360164375023194,1.7157134838934494,-0.0829290547069247,-0.6160144443259015,-1.025691625909904,0.9042034719704224,1.0610631741254453,-0.764335917568886,-0.6012059714971842
2021-06-30,1.0359951251845327,0.6150105923016685,-2.0073888611824184,1.1040713817346581,0.05088033897751835,-0.9017763993485464,-0.4365275825975959,0.9372268688479054,0.8619682115875187,-0.34660363880444267,-0.47081173523716685
2021-07-01,0.5992040558233672,0.958467866928935,-2.192928057085043,0.9975440522210542,-0.12453680887987527,-0.6354281352510137,-0.4911668456168536,0.6090959030724483,0.8207985359326998,-0.44962132877953254,-0.30195074854722453
2021-07-02,0.10992877143482585,0.9574096637042568,-2.0319376419986757,0.7730271730386684,-0.11914849870438964,-0.5906351039915156,0.05969871109252482,0.522805078366613,0.8090413329051545,-0.3323018487849936,-0.3594387147942465
2021-07-05,0.037464592174201485,0.8527023329812989,-2.3065387729060975,0.680706455912207,-0.7203060457175292,-0.2428997844937303,0.696853891649114,0.5125689630852359,0.35128693587935167,-0.3798761186684135,-0.24690594991056874
2021-07-06,-1.4914828597926237,1.1324477985837953,-1.9052667085781891,0.41460864202696596,-0.20313543230990916,-0.24388816475334876,0.37508102743196114,0.3123448068071222,0.18577136839579245,-0.16641294589798827,0.35788535320682957
2021-07-07,-2.047460749877746,1.3890061966030152,-2.0842402857668967,0.19370338165554202,-0.1514010040934766,0.634936237165105,0.4249516460821701,0.37170027500989244,-0.24953552686419167,0.09530614480187956,0.9241294293324177
2021-07-08,-2.3237607759643946,1.7054636165927775,-1.7794098504253681,0.18402436346388557,-0.30913357131222075,0.38862116310355227,0.1943638282781094,-0.0575059833071088,-0.3638826202282722,0.4396486355447365,1.0404144392763062
2021-07-09,-2.507640838578591,1.7206994470048353,-1.7657481949159102,0.598534699793439,-0.011375768745099964,0.5096495517460974,0.20182896982517154,-0.10026641869752488,-0.1868416383888242,0.5100010660028628,0.9493761697773392
2021-07-12,-2.311086355084336,1.5434071259788036,-1.962596635353088,0.5800414100342339,0.1631215681128805,0.0007073928776555283,0.373319555451886,-0.2916223182604558,-0.17040890567550276,0.774020536759289,0.7561647182231599
2021-07-13,-1.8527466953598017,1.628209740166221,-2.007176504520075,0.7059746952125734,0.36644842353410023,-0.08985326887700477,0.47025266591689435,-0.5981846215119769,0.352212840241082,0.8590365769817926,0.7045640255758175
2021-07-14,-2.134447456461443,0.8194079307123545,-2.1955007267758986,0.875711977518874,-0.14806225506678808,-0.032097216783712336,0.3647635807724847,-0.5004435756094048,0.18887476054625701,0.7003659494201404,0.5510400875416666
2021-07-15,-2.0326184580419957,0.9012516019368674,-1.8507792741560811,0.8591179413527407,-0.20485639175367074,-0.1389648599665878,0.1295511166033332,-0.044718360237021984,0.06418646095819613,0.7382238105502469,0.4746353803219238
2021-07-16,-1.5104955663571322,0.6286434431334699,-1.7099214279629147,1.1823410003315677,-0.11776948532239623,-0.13333351030743726,-0.17286721412414077,0.272351530474203,-0.10617526606325771,0.5543126163535904,0.41172982481195874
2021-07-19,-0.7668932275154615,0.4051562363935595,-1.7685034226323124,1.167135112648104,-0.6112587253861926,0.14039001184003083,-0.15071383493018287,0.09737004391895647,-0.16515145200033113,0.44117267239466107,0.5956542543478008
2021-07-20,-1.8305314684621834,0.7339678842386366,-2.1253049835581357,1.0993069550831174,-0.3562986415166953,0.33748487097158125,-0.5368144113840962,0.23199552110820482,-0.3627881041551309,0.27671228833699235,0.5536262563522395
2021-07-22,-1.5330951379906241,0.7276292516936035,-2.2746051925078232,1.1384722597291246,-0.7367740570490461,0.4020294962560274,-0.5765128435480763,0.3191847985476009,-0.5428007558478908,0.10954204731811164,0.6146628463704814
2021-07-23,-1.0855479067050229,0.9471430492597526,-2.6989606112575077,1.156174781662333,-0.9373040870633602,0.22598859132666466,-0.9882731526867616,0.5370369874879212,-0.8656641575954838,-0.047219267598560336,0.7492295001472823
2021-07-26,-0.8010047281743524,1.1430003988729913,-2.7897679463301293,1.0898349174520685,-1.222960244333901,0.04143053700523878,-0.9969058450410477,0.4895173173451085,-0.7976242875023923,0.012122513941881642,0.6120392380571921
2021-07-27,-0.9801550479160828,1.333537135423123,-3.016926337978173,0.9061912866979526,-1.288686754123581,-0.07199212590171479,-1.3531285391286572,0.5858099339333904,-0.8525522103302698,-0.2531764782868353,0.6988564489729222
2021-07-28,-1.4316501899997514,0.7810685778570251,-2.8394162830386636,1.1935779333474505,-1.0851560452336568,-0.1979529839938281,-1.5955628324292739,0.525003838084897,-0.9232283025916265,-0.1865813690063348,0.8193722678707419
2021-07-29,-1.2760998144969327,0.629598499692204,-2.9581700220334084,0.44050686632741903,-0.20826534058737844,-0.7425555808384113,-1.3222527805004176,0.31518013498691283,-0.7810614695024501,-0.27511240323987124,0.8532576945742206
2021-07-30,-0.9269329207512604,0.8261080856244178,-2.7503236554093307,0.4225105857486761,-0.6696705446578326,-0.16745505202165012,-1.2291386139534644,0.2319089325942959,-0.48883312026115217,-0.6139944469375735,0.7544279731507649
2021-08-02,-0.7425274711220897,0.4953871734343154,-2.3469585545743854,0.34185718731164666,-0.27133727856186957,-0.04613099384390802,-0.5473326589079905,0.27137437641220385,-0.4013526766173771,-0.7375365125677177,0.6197235397761006
2021-08-03,-0.5650696254673135,0.535410407583126,-2.201891089665702,0.3215984890126167,-0.25153523271958056,0.24558216181269288,-0.9825304341320873,0.5345804147249595,-0.6258047240948182,-0.6436561178512071,0.6397943279096865
2021-08-04,-0.8909501165905912,0.32097378303868207,-2.0010507776971007,0.709602572022739,0.016729612789655193,0.2405524643895727,-1.2889188938191625,0.6097751053601346,-0.7409213520320306,-0.5308708437837124,0.7102634294678778
2021-08-05,-0.9562254849378793,0.3090516831044826,-2.3111850995726253,0.4709996351896767,-0.09656760830604127,0.564149308281871,-0.9506225474728951,0.6619812571178535,-0.9766362504203056,-0.824763695944202,0.7482046460206592
2021-08-06,-0.8886852364277527,0.19990870173876707,-2.1413451826691623,0.8434674449896452,0.05305864280286351,0.5800974329942248,-1.2198027407116254,0.2907837291980751,-0.8158773196604774,-0.9162892832884943,0.3725535531337716
2021-08-09,-1.2891692089778752,-0.36642338872185415,-2.1442223453409546,0.2964158869763439,0.2317250771332274,0.6496833893023568,-1.4164909836554804,0.4859620633292339,-0.8139323385865579,-1.1258663446938815,0.5596725818414741
2021-08-10,-2.1683717466775563,-0.10915853760914894,-1.6709265735107814,0.3409690946532726,0.49832092538088696,0.9246083813691192,-1.2644258852936467,0.46628037183298954,-1.0073387491595172,-1.287064454139279,0.5263093729197793
2021-08-11,-2.08901888360255,-0.29152908432858204,-1.4726555648300237,0.24543718272568782,0.3470286573246907,1.4141759452254032,-1.0885538375828039,0.5551774964090312,-0.6998425997563219,-1.1926107314474477,0.7277207259746502
2021-08-12,-1.4901653005962723,-0.06359403922069548,-1.2460385046853582,0.27906415921537425,0.08951859576758069,1.6762670618843305,-1.096567227305404,1.2019237781872394,-1.1997521300435865,-1.4356132112379056,0.3606869189725656
2021-08-13,-1.3416501144505448,0.100045648714677,-1.1202742181293184,0.03825374253508533,0.26648474112343007,1.3086128850697831,-1.0597471803451797,1.16668762702097,-0.8960197228531368,-1.2297495438321884,0.5646473156964589
2021-08-16,-1.5434436232221522,0.2800496530190111,-1.0166878422931125,-0.0005564734986271957,0.5485870461330172,1.3389805934128485,-1.0839369535076988,0.6473671032477404,-0.6307549309176909,-1.1184785356415807,0.3988317570266198
2021-08-17,-1.7080963345541065,0.3056235102972378,-1.0011632302159712,-0.2835395441039549,0.44122435995069975,1.3497858309947655,-0.9228682255303485,0.6489790370947316,-0.7788587903438735,-0.9837207603303983,0.5636322630705755
2021-08-18,-1.7764015498459063,0.5034518517535875,-0.8211175271641771,-0.10368967657136008,0.8851998086983479,1.2358524432766806,-1.0203505819905037,0.6477599698971135,-0.6045452622802789,-0.789442042592143,0.5499570678650334
2021-08-20,-1.8596288609526375,0.35450020402924814,-0.36662458567111744,-0.23082413005045388,0.859001874273927,1.043110233014071,-0.7373474411235561,0.7860772069928775,-0.33734443096909783,-0.7818715314425396,0.6394332022907115
2021-08-23,-2.8270924775626365,0.49070222879821274,-0.15769369781590695,-0.2717287980967917,1.0677982385709712,1.3673447960853258,-0.1088847112037617,0.5085818325477264,-0.23598904873123663,-0.5607919578471244,0.6433377679474435
2021-08-24,-2.3978379451252314,0.3315911038025389,0.4039148893551756,-0.489774145480104,0.8862200465488568,1.4478810472942465,0.5152096154049576,-0.07499132676880149,0.2656720527092254,-0.028663552623758016,0.38536799915989123
2021-08-25,-2.1064488072371716,-0.02622377306779924,0.7943266650719301,-0.23271665099282565,0.7796748622718419,1.169065898412789,0.5991927392448045,0.13853091724160865,-0.2481800434282755,-0.3580299393668938,0.5274020542571286
2021-08-26,-1.9428242628773138,-0.2200382899235392,1.167719064881477,0.17734478177002236,0.7661315111626578,0.9181602768837022,0.6332712679793255,0.11297522132743852,-0.20552617639522291,-0.32056828646800145,0.45513835371471645
2021-08-27,-1.2632584512926375,-0.11284116340214495,0.948722266090131,0.28934610497163316,0.6937340471764202,1.0262017854033583,0.7603535858361551,0.27269288588830753,-0.36326715817778904,-0.551510697970404,0.37116779482216006
2021-08-30,-0.7660605316920067,-0.349430576378668,1.0758435276494025,0.34610197974399487,0.08444373303566191,1.0282109199147407,0.690088672008875,0.27935983980913315,-0.4493907312961241,-0.3311134973503569,0.24883670323805207
2021-08-31,-0.7763318359966142,-0.47042672983477996,1.0218819416124258,0.45175543772885934,0.28051222385468016,0.5051606203571924,0.18595733393410224,0.24971408451887275,-0.32103358208663646,-0.1060870282185892,0.26711981798312723
2021-09-01,-0.7515150349452836,-0.5618665957400126,1.131521663466469,0.5700851581156323,0.12449499236108866,0.11874434425046348,-0.05525604383450226,0.41424241435677556,-0.056020442450342704,0.13021236857318416,0.2017815751193645
2021-09-02,-0.23795377500474746,-0.4641498497340954,1.1381156664150527,0.22435594834187975,-0.020248403090044935,-0.389982378024465,0.10907224203534246,0.26122417658205543,0.2989406065482737,0.17303473239169365,0.44125296994136565
2021-09-03,-0.10716841231051727,-0.24234207426222226,0.9709022209935316,0.12843080053813033,-0.057711237151360645,-0.3287111705561818,0.044678956758444154,-0.015535759977062918,0.4686435151641656,0.3874002275109079,0.44372376229504823
2021-09-06,-0.056869542233498424,0.1883368840574821,0.9663703508200135,0.23904482995711654,-0.1200535864587755,-0.4758798207202151,-0.3319168702521532,-0.20765469468352316,0.5459526993197462,0.857146909638056,0.556149364072412
2021-09-07,-0.6088061369668751,0.3533115607955445,0.77750253440153,0.00025460698310237733,-0.008599481133655922,-0.4803243112289725,-0.27314018176912375,0.04224372759827656,0.5429981163562503,1.0244404845795168,0.9234068749675806
2021-09-08,0.2764199095609139,0.5097294923070473,0.8558791523795326,0.6233219986149023,0.040741692467952936,-0.4868198318176908,-0.1030263531046957,0.15208192036304283,0.4352271226751028,0.7482684985449581,0.8261808063225025
2021-09-09,1.1442583751157214,0.06460738679823087,0.700917586619951,0.4975425658947748,-0.48997464693193477,-0.8555822783664158,-0.5382358996745463,0.2870002624863785,0.29858570247078076,0.8155015676074137,0.8223214045358878
2021-09-13,1.2104867146823262,0.6497579047202378,0.5433755346739997,0.5878021225448434,-0.8136750115702981,-1.3071057439760483,-0.7099785618226382,0.3497270712999298,0.012676099672401554,0.7569493687684784,0.7765108623361509
2021-09-14,0.8481904001622234,0.314610285770654,0.10035484496205445,0.5073671246631006,-0.8178451871935335,-1.51282556958114,-0.8441253397243436,-0.492758861821015,0.11616014198767032,0.8871911871138852,0.8874854461750246
2021-09-15,1.3535724960854736,-0.029916302145970925,-0.030741715968438322,0.6344401881225001,-0.9783685869940946,-0.9386890409354391,-0.43079122286115984,-0.5266035696870914,0.007449229426803818,0.4728981432421548,0.8107779184229268
2021-09-16,1.6923330070578126,-0.5460345943082346,0.12287244157719901,0.3166376476383876,-1.134222159891593,-0.8444789578021564,-0.11316672529079624,-0.24628119803238124,-0.05035451292814806,0.6898380368983201,0.9800561592421888
2021-09-17,1.5314341777299152,-1.003462951004876,-0.16594999095786783,0.4563545713557737,-1.6493725832907056,-1.1808349549122004,-0.28305390542479664,-0.5513289471335063,0.11325157071839145,0.8582162587690697,0.8924353491485367
2021-09-20,1.4148270595947834,-1.4021961436687653,-0.4445863347227897,0.2821176058829089,-1.779984378087262,-1.2510757898111144,-0.33583785500581415,-0.4252915775910971,-0.24049566415557067,0.7782741954382144,1.022989187892393
2021-09-21,2.0053228643025482,-1.2586329020406772,-0.7049018624967562,0.5113743531041539,-1.9610321617399984,-1.1224407473117242,-0.2021193563990063,-0.7231780771453653,-0.6084887538646887,0.7099510266378312,0.8094677807423871
2021-09-22,2.385943829576967,-1.5690079303896585,-0.7180138442190463,0.5902629609167107,-1.823411116635546,-1.1891777676666644,-0.42998154309254377,-0.4849347942892849,-0.8108797668712657,0.4032545740880621,0.5882269787260767
2021-09-23,2.418026749681582,-1.563463030170499,-1.012661890005987,0.5417249136326155,-1.4649855565636356,-1.117511016339101,-0.6191204235093963,-0.10516619529995956,-0.9361461542465751,-0.0733483010850598,0.7816078546061233
2021-09-24,1.841916288276552,-1.4053518247161747,-0.9867530949193432,0.29359245313892984,-1.1977774688256373,-0.8736563656297088,-0.6308796916279388,-0.1318175652333107,-0.7818461883694483,-0.060728566710565375,0.833966964936944
2021-09-27,1.7872890694408596,-1.4845641299435943,-1.0330969551736326,0.001380648794405584,-0.9910555911841175,-0.4718408647224107,-0.45674430104317487,-0.3643905687621157,-0.7877269785553318,-0.1246402421043769,0.6362297027617333
2021-09-28,1.8786798938054328,-1.9027180253697238,-1.146839290007052,-0.37104765460258243,-1.2217686862533241,0.11609983613212524,-0.4643134331104417,-0.29505504511006825,-0.8609756306535875,-0.08387444473004246,0.8733809676064836
2021-09-29,2.7061927283948792,-2.182366338593199,-1.6691234340191943,-0.6939688834634895,-0.8651761281089267,0.24216189539989208,-0.1862896250556911,0.37537799029821967,-0.8391380776228178,-0.10621436871482388,0.9347355814156169
2021-09-30,2.7132361962047216,-2.289933813529681,-1.9081679312717863,-0.7348634214851767,-0.8763244145307604,0.3175081289330058,0.1611535442312434,-0.038575400665584354,-0.4702167649699817,0.11384723992319587,1.2428823573577683
2021-10-01,2.48233325669967,-2.229822152276935,-1.9865151649338237,-0.6651311247037672,-0.8813305148245496,0.7345905596085871,-0.17674164554567934,-0.3626583597641728,-0.7704508872177713,0.06440130559617412,0.9430054910053928
2021-10-04,2.26075398573159,-2.699053059050478,-2.0644052355844464,-0.3590933488094388,-0.7819649795433018,0.8372402984056155,-0.021190618664437416,-0.3316083826784996,-0.6716253977154693,0.10555769890255902,0.904641657842314
2021-10-05,2.7798503080310124,-3.004805003350796,-1.8816228148992027,-0.1316681529276688,-0.7556856371084828,0.5799342050487738,0.2029439276954938,-0.15126737072208302,-0.38150354056051305,-0.2311214383312872,1.070750300827686
2021-10-06,2.563356504127765,-3.292149355075701,-1.8506505051830329,-0.37972645408860234,-0.3671000930738019,0.715282498871278,0.2779977938358473,-0.12043006275909016,-0.3513900374571905,-0.6232989907649666,1.0991127567112107
2021-10-07,2.9016027877335775,-3.1116142837267295,-1.7404784150461796,-0.3718816632354949,-0.2290444362254161,0.48698938122098995,0.53482743113053,0.26883846517583376,-0.312182245420286,-0.8235139931194083,0.9692994814870054
2021-10-08,2.151416687210453,-2.905088111186932,-1.9038817753191726,-0.7059473213694035,-0.2737287244391562,0.4213944660125138,0.4905068947303036,0.10133870866342433,-0.18168455732215516,-0.7605349586088287,0.9275735491620282
2021-10-11,2.5794200748324307,-2.9172739707456636,-2.310476438014666,-0.4487457157816633,-0.32221367268597173,0.8747929556726235,1.426962135999359,0.2585479212671524,-0.2626171183639436,-0.7469615345744306,0.7731114748794261
2021-10-12,2.0161416512846655,-3.5749532045441996,-1.8893806454570268,-0.39904614955347617,0.17016091085832552,1.0035390195591045,1.1470426215333633,0.08223282506772463,-0.08354135894449764,-0.6820453873090345,0.6556877323854144
2021-10-13,1.7960254761310306,-3.423858981429227,-1.5317687414811254,-0.0777115856506405,-0.02000824421470939,0.9755430997275374,1.0502680134886466,0.6418602449348497,-0.051843843398550284,-0.8013244010268382,0.40145340192929446
2021-10-14,1.941850325965904,-3.508184437607416,-1.2708075663897955,-0.49013277058621885,0.1235121838348859,0.7216348717905738,0.866776091975706,0.9534443090123954,0.37283260634345683,-0.6862940086576181,0.5832286458764315
2021-10-18,3.222804680647956,-3.392971793749937,-1.4723838308088408,-1.9642964011929092,0.7872756476398165,-0.601868827108427,1.106798780869402,0.9125663449305521,0.32085571330656704,-0.39641637000937097,0.19244108327693382
2021-10-19,2.711024503309166,-3.019129038826091,-0.9565871370965063,-1.788839234016118,1.0070489761608274,-0.4641540152549757,1.4865870515351622,0.9599477253899509,0.4634028673796471,-0.9091279468723018,0.4439261399533943
2021-10-20,1.9550398091698862,-2.662344569078558,-0.5009439652291711,-1.3662516468699828,0.9323496840400485,-0.30184028994241624,1.1919957364417817,0.8110999804932076,0.6516150186107027,-1.0480950828967315,0.10941062685818231
2021-10-21,1.6983033542055748,-3.0960163463235504,-0.5143902680018315,-0.9395756040472997,0.8386513609865675,-0.1512235813673019,0.9447110098093878,0.692777888159612,1.2268198982085878,-0.700492332142693,0.11268721770187197
2021-10-22,1.7781952533003937,-3.1183251133968644,-0.8302604959749545,-1.3702553141309943,0.9715140080235123,-0.16631966544513818,0.9618495439942893,0.8999019537293013,1.286628119486663,-0.6285098341349947,0.5355546584498139
2021-10-25,0.7883943876471099,-3.37070031557305,-0.7837368281031394,-1.3075642776863134,0.8541423889320244,-0.1073712306566851,1.2067740302105538,0.858483107593433,1.2013901407155556,-0.4707470118707979,0.6319639957396209
2021-10-26,1.0413050089319311,-3.010780106841888,-0.8618971699702024,-1.04114880548536,0.6453947255554924,-0.010223109276528416,1.1779601670630946,0.3802863194683714,1.3403135931720345,-0.34174405517184314,0.22719398866432333
2021-10-27,0.8482533726444349,-2.81029905796319,-0.7986770152322127,-1.0034016979371614,0.6836024216332848,-0.042243602700990486,1.2886794548473526,0.6852969239653401,1.3520825417156848,-0.16227071282284503,0.4543072245468959
2021-10-28,-0.4562867989540025,-2.3433931000081167,-0.8209299241235624,-0.8758761407296793,1.3933682845843636,-0.515426674433328,1.3180193460712963,0.295085374427223,1.8761485941633707,-0.1172429932895474,0.21531471278359857
2021-10-29,-2.0407554012623876,-1.5705812895637952,-0.020548561870829273,-0.42218143052518636,1.0402887033700046,-0.4891164277789734,1.292746149997545,-0.2972017385033002,1.3131633620870333,-0.31404118238516243,0.10251585584808182
2021-11-01,-1.6455220757003055,-1.5073487602725195,0.3632211216582356,-0.5871699273188837,1.6766707965784406,-0.24844633621729711,1.437008603552404,0.39414674044905484,1.1265947664183493,-0.6415589456743269,-0.08218098063878726
2021-11-02,-1.5209412862065184,-1.6066513904178767,0.24330105031918223,-0.23769472818307893,1.5421859312434694,-0.5154181247186772,1.8895266638022974,0.37201072555389303,1.1329439100879217,-0.5912619127978701,0.26622405648065933
2021-11-03,-2.1596712644278577,-1.1484375370377935,0.2520647039415665,0.0886525796416496,1.853936636997708,-0.32376433615289907,1.3997288134306585,0.12717596656107372,0.9130808296048977,-0.4099178709505695,-0.24911540468767693
2021-11-04,-2.135735238387927,-1.014156643687322,0.11328290073136997,-0.5336449374265725,1.6208651518035229,-0.46328449169554387,1.3722045176407125,0.10499475047810819,0.7707993380527134,-0.03554071807198436,-0.3791363721428066
2021-11-08,-1.2042943491288471,-1.0017022718006718,0.22537614033168818,-0.5762158900068082,1.517754363224058,-0.4849623661147637,1.8831004041617219,0.4898822401501654,0.8564194688062159,0.30239712971723426,-0.348142521677499
2021-11-09,-0.9571713320665975,-1.2126807403852435,0.2824880632779543,-0.8306339168060612,1.230840653201585,-0.7921533421859418,1.9158350811918032,0.08758432047497684,0.7997438481140479,0.3527990187342974,-0.41749024720105504
2021-11-10,-0.8760892684856127,-1.161793109025281,0.37357204121575716,-0.4045823360371417,1.3081909136708343,-0.729152303217044,1.940884460518534,-0.09377979606396009,0.6539193935485298,0.41828336211411227,-0.4663580638007072
2021-11-11,-1.7120686229328221,-0.791369210632227,0.5155775986362148,-0.59481347379262,1.2322923425095749,-1.1408440561592457,1.1631640451932825,-0.2809829774115132,0.8587331748609861,0.41841460640463124,-0.1260679548166487
