,Utilities_PC1,Utilities_PC2,Utilities_PC3,Utilities_PC4,Utilities_PC5,Utilities_PC6,Utilities_PC7,Utilities_PC8,Utilities_PC9,Utilities_PC10,Utilities_PC11
2021-05-14,2.41875428308075,-0.36170003859818173,-1.485675490759453,-0.7676248586657648,-0.2729688802037581,0.6096959889002971,-0.3588471054873304,0.25127734331526097,-0.23850420375866213,0.4033372523675149,0.08661024381068308
2021-05-17,1.9133509063755794,-0.25533068203166137,-1.240586850527418,-0.16302341452905356,-0.08860147662163347,0.28167719837114524,-0.28466720728431383,0.07332707516309801,0.18335835416806365,0.48525378236993894,0.12904158808262173
2021-05-18,2.206880735065228,-0.2846157378784834,-0.9715621185907326,0.07316525574492722,-0.033406859335098425,0.2961851856701968,-0.24790283426971474,0.4914701852345768,-0.10823107830679508,0.08752669674443862,-0.0514550560513258
2021-05-19,1.90228276945103,-0.31284633013418317,-0.7349131736227482,-0.05943878830174082,-0.25025722147875124,0.20986286088973674,-0.5240254109705769,0.2686296830426471,0.0715700267872261,0.6153496196319552,-0.00982306916184817
2021-05-20,2.6068749755414453,-0.4036038082463518,-0.5503795393564772,0.13747820764675184,-0.2051394866245524,0.17869434730752595,-0.14557347032097054,0.5444993872423622,0.056429758062709036,0.7736811068921209,0.21285462006658493
2021-05-21,2.986093235087699,-0.34275030381036053,-0.531190174706455,0.6426852953290552,0.13819700785068945,0.05595710711866606,0.22378174775843174,0.3986735643579899,-0.054559395601844064,0.7890699221361682,0.22021309523881036
2021-05-24,3.122793138869733,-0.5222938399755767,-0.3381217167901382,0.4499260686418567,0.17129261927771405,0.3731806817415962,-0.24248344594786128,0.21591317834809337,0.029495616247086888,0.7709637738105183,0.21054966307205117
2021-05-25,2.3798666952270513,-0.3612615765363775,-0.24087129166720164,0.38657722966473085,0.08566939343926627,0.547195378645379,-0.41084325285264717,-0.30618185188894287,0.04566776163272505,0.5732315126640884,-0.1550917363688128
2021-05-26,1.8928250471726666,0.0419877142237203,0.13560725137942048,-0.16081537225667483,0.35223923063216384,0.04458814218338226,0.025266905379756125,-0.6206529813775205,-0.054093118106704786,0.26486164194400946,0.044275596224097796
2021-05-27,1.8085676352497988,0.35216567000110677,0.04770170736582551,-0.2156723837774814,0.34053324437881294,0.2789597782417514,0.08876803671704049,-0.46469775104776934,-0.1837341214703368,0.3911297710667549,0.3248775806390643
2021-05-28,1.1075240145013454,0.4006366839920974,-0.26149897010852097,-0.05353726237414923,0.45595172856598953,0.33506124609261834,0.18178391845659056,-0.6350701306079013,-0.26331536453769755,0.5738049740135102,0.49998528887280863
2021-05-31,1.542454017951237,0.4344973458272567,-0.19025709056637954,-0.5204151668571302,0.015731712104982604,0.25618673286901056,0.4791814051472385,-0.9916236416373758,-0.6235070288819968,0.9352904046829452,0.4570275916873057
2021-06-01,1.6103405576950234,0.17823488048285366,-0.3477732639511908,-0.10189309216243929,0.004937839244173221,-0.07180914832695126,-0.11819729115369604,-0.8374279614983087,-0.6274040033907,0.9021304168421193,0.4578937493004998
2021-06-02,1.7958427301291386,0.28894301187812216,-0.3838634458140257,-0.2545945783783745,-0.042269889298061254,-0.25726701437524946,-0.01789075741767288,-0.5114725824030968,-0.8997201222763177,0.8565844103569376,0.34593247758511314
2021-06-03,1.8497821555925502,0.2676269999288119,-0.6419165134957672,0.08877959040305633,0.058539868135467805,-0.38984446954278146,-0.5145751347602743,-0.2583185362049915,-0.6404114478343683,0.6526223185989773,0.2790111594738045
2021-06-04,1.667842395902467,0.2779684508769442,-0.22320451640778916,-0.4030059777774362,0.5875208754017823,-0.4315748597203009,-0.41588335598735426,-0.3265345716361997,-0.09134821407784563,0.6008745325011066,0.1016034458360782
2021-06-07,3.046516470249506,-0.3156068073476018,-0.5614580157469952,0.09620955359158397,0.05556609282832223,-0.7217152889793089,-0.40529169752098665,0.14381957984918595,0.24760084738124177,0.44832406701089333,-0.44361258288204586
2021-06-08,3.429331913286449,-0.5414058443516241,-0.14443657076582975,0.11380184394415115,-0.13623064672464913,-1.4135340424006297,-0.37576942971118493,0.4113278442716444,0.41874403486944994,-0.12688710594595487,-0.9422506976617793
2021-06-09,2.856858295363582,-0.48763699450568476,-0.30966572227017203,0.08035736068288196,-0.15795822148403413,-1.4145408163645032,-0.854253104069322,0.5642232670440407,0.8958146728489274,0.03578654162370369,-0.9965739359378024
2021-06-10,2.3731092368434488,-0.48754633351715054,-0.4571442393218767,0.8709236522571354,-0.3113263508157896,-1.5606856893314491,-0.833461691162752,0.5444418479184809,0.7727323237175442,0.11663140558191713,-1.284635695421405
2021-06-11,2.40891101620928,-0.0876591601409976,-0.34234130645273303,0.9618622860340416,-0.5097157068957219,-1.3265942977533391,-1.0343442143522141,0.6190805349432442,0.3873983454320667,-0.34175640239218913,-1.1438703254827958
2021-06-14,2.947197071223644,0.09420803171257769,-0.6544936087542222,0.5826493580042136,-0.4631649517583904,-1.1966497763571946,-0.9988248564615139,0.4583044516345434,0.16669534508773218,-0.7084910434095092,-0.9339043115012885
2021-06-15,3.0002030286191994,0.6043520416506629,-0.8238728051992421,0.20933541858172738,-0.19809843427279025,-1.177583713054978,-0.8719464583476869,0.5277519551011456,0.06219809693734559,-0.6351719675350402,-0.7191511056411534
2021-06-16,2.4306551861715975,0.5551658533805907,-1.541227800352229,0.2783044238298179,-0.31540803610568124,-1.1298600254496534,-0.8046166884004071,0.23018964588484042,-0.21006251508074505,-0.863279888740031,-0.3419580076547988
2021-06-17,1.941880510783129,0.9871766368154715,-1.762146406600726,0.22967893780550291,0.02903023008552144,-0.8713067151782096,-0.7265856503101306,0.11774163334450585,0.21922561536583662,-0.9377457501916346,-0.40480739465816606
