,Energy_PC1,Energy_PC2,Energy_PC3,Energy_PC4,Energy_PC5,Energy_PC6,Energy_PC7,Energy_PC8
2021-06-30,-0.29368239117576,0.5519951952756658,-0.5120731739364058,0.4838496072512618,-0.5003768890858187,-0.404913117994969,-1.2119237871662105,-0.30461331724806257
2021-07-01,-0.5815714182243312,0.8202874103593993,-0.4316027919560958,0.33208239388926303,-0.7620551958451668,-0.6342821347184584,-1.275036954419086,-0.28911352647751715
2021-07-02,-0.6043856907456139,0.7133489778984494,-0.8140119116668973,0.41765839964194773,-0.6783874858268084,-0.5648697667788372,-1.4371262314424744,-0.7018964786531964
2021-07-05,-0.785669409561725,0.8843393659555274,-0.8723636901616489,0.2708498764659276,-0.539391703666715,-0.6718374775984115,-1.0976790147335937,-0.8546069551002541
2021-07-06,-1.3832562158245338,0.5619344292523369,-1.182630445124499,-0.34813573734969117,-0.40715600608149555,-1.1325559682990745,-0.9651299606312029,-0.8007016568057047
2021-07-07,-1.4494398950171332,0.7209756652154524,-1.0385456878557155,-0.2704421681634116,-0.4486360587213461,-1.0423434316118938,-1.026090098862129,-0.8715812388028698
2021-07-08,-1.154155939458859,1.0059105475020533,-0.15507823925898787,-0.4218793791005538,-0.2972524068718532,-1.0437446099869252,-0.7919318426460658,-1.1131298788851907
2021-07-09,-1.363691390415839,0.9876072112728853,-0.4077696075515015,-0.5698135598850086,-0.39857340345488984,-1.0917828926865072,-0.866374591128085,-1.0772062610549016
2021-07-12,-1.738392451089992,0.7929331290646423,-0.28550272311164876,-0.6156815458236217,-0.17367872654206826,-1.3201918655259135,-0.6618206578861631,-0.7890021548834157
2021-07-13,-1.6690966629630752,0.8166589177219614,-0.36879713237581785,-0.634938160690007,-0.23594752519977877,-1.0188235523505034,-0.7376682683264306,-0.660007983096631
2021-07-14,-2.025906358967561,0.6138811689324233,-0.19107040547393098,-0.45749093132914725,-0.6119517419696503,-0.6106865232610353,-0.5723846587633102,-0.36295662551283414
2021-07-15,-2.29795057291549,0.6027944513014336,-0.16636180564099667,-0.48480565658203983,-0.31218140523666843,-0.41502357566746306,-0.28917006552712554,-0.6643099712518543
2021-07-16,-2.0861492293059807,0.6307237010152346,-0.019809145929078713,-0.3667040960398892,-0.28482045185567517,-0.19554243079474531,-0.11790775913197203,-0.5468013635337654
2021-07-19,-1.5740144813855217,0.24921543602035232,0.20029743821688523,-0.5703610068662008,-0.27123368707044915,0.022442202683846172,-0.28076677364137453,-0.31855514956820263
2021-07-20,-2.043803565931058,0.03152521991333079,0.0703162492966207,-0.48470781769890325,-0.5130162851568295,-0.06348768971500403,-0.22474395278556802,-0.38379109458952776
2021-07-22,-1.7675887240377208,0.16527350154776488,-0.08964525337363506,-0.38774982377082645,-0.6315259006324602,-0.14790248592752164,-0.1643647212790391,-0.507031001044445
2021-07-23,-1.6806292977492965,-0.01050751984233125,0.0009286300570955463,-0.18315905510006245,-0.631025494146651,-0.09647348491096992,-0.2504144576494193,-0.5226400526755144
2021-07-26,-1.6414129960450257,-0.024816046630051863,0.148967017233975,-0.1344097066605044,-0.7058398592422456,0.11959165300976804,-0.035885831150533266,-0.4150898469338837
2021-07-27,-1.8002553969426285,0.0504144617190587,-0.08977795162583499,-0.10467306732154284,-0.2785334539737293,-0.10883983698568173,0.1488287054668642,-0.34496177734522765
2021-07-28,-1.8337286714115166,-0.0426396147529258,-0.03604329579564737,-0.08117223987828892,-0.27510627463622667,0.2101710655726665,0.2198878477847236,-0.3393275049403139
2021-07-29,-1.4675291164293212,0.18796396959099737,-0.2596274547790352,-0.16626322822566023,-0.5266015825197295,-0.0821474185055625,0.1516350330843791,-0.40993354582708263
2021-07-30,-1.6227667084914632,0.3409702711241985,-0.13587759318531856,-0.4606548561310015,-0.5478836939492968,-0.19126391881794655,0.13843440259710713,-0.2543742641372304
2021-08-02,-1.1768617660266611,-0.1973658841337272,-0.0009467895712911617,-0.31020808658808946,-0.4759547789123971,0.004493486812234675,0.4203319536595284,-0.17318641185657135
2021-08-03,-1.2665817659874947,-0.39083760103176596,0.23872717140010383,-0.2543394480626632,-0.5073625026196125,0.050509300121036715,0.507742583335872,0.05564180815089113
2021-08-04,-1.7892891544226965,-0.5568808112653247,-0.03413293379937121,-0.20480724693673102,-0.40580157185340887,0.08042627078883435,0.6243325502605493,0.004159052339630671
2021-08-05,-1.792583842178539,-0.5199875865744343,-0.07731121463353106,-0.12411614488605056,-0.26891238425463465,0.41909152498141927,1.057446475084583,-0.032849002002993934
2021-08-06,-1.5556448040718247,-0.36627919858537106,-0.22429575923779205,-0.10380294020302538,-0.21301395788153965,0.27937567883373304,0.6688537847515984,0.008566468824047178
2021-08-09,-1.6686926914350289,-0.33605000731655066,-0.27347066291240824,0.018247509552401214,-0.178346885523547,0.24131132781702747,0.7391994458907849,0.12008842405339744
2021-08-10,-1.9663877354774166,-0.42365242966951205,-0.17886364024172016,0.16312084906229402,-0.29952357507277855,0.3309174007327156,1.128745180671385,0.15910521700828148
2021-08-11,-1.4122773294849054,-0.4245651759739999,-0.1876587563260441,0.12366270958378738,-0.6333550012273463,0.199012337860379,1.0292229318141477,-0.04759450453078418
2021-08-12,-1.5378034612564988,-0.3523813770826663,-0.2044469649888492,0.05741477934371266,-0.2135758862884591,0.17404209789206335,0.8149917341216691,-0.17073081010589267
2021-08-13,-1.2095124497312564,-0.3342031783778894,-0.24803592980514189,-0.024703394753714945,-0.16731296517839833,-0.019435269712467337,1.0232273170679076,-0.5329894483648322
2021-08-16,-0.7259204339261535,-0.49903294689247857,-0.26830456305592654,0.12997760758780338,-0.32885007195559035,-0.17499450446309237,1.105149961226948,-0.4599467119421476
2021-08-17,-0.6657038231959271,-0.056171527963450006,-0.07075809557228689,-0.34645289906879795,0.08304406867768305,-0.43428764689995897,0.8213675849469947,-0.824075211391049
2021-08-18,-0.7132914394561599,-0.015989807780433164,-0.1918279941726642,-0.3551786031884222,0.23911600920236448,-0.3961127729342407,1.0692942976755582,-0.6678362804468614
2021-08-20,-0.9747651703185709,0.5032587792290922,0.03992405097927003,-0.49055015833734944,0.2780737607931198,-0.4310742104288691,1.0714688248015924,-0.8098908559391491
2021-08-23,-1.5564830805658612,0.34343412461315215,-0.013851631310855712,-0.5844418337111061,0.2659799012006441,-0.5314531584303023,1.2885085645007932,-0.718453745275536
2021-08-24,-0.9998677163467327,0.410991381551872,0.0017346926523143474,-0.5537939197777254,0.2119510588405273,-0.49161496804247085,1.3653070427767586,-0.7766631405763468
2021-08-25,-0.22882403371551122,0.41972922083377495,-0.05815771555803777,-0.3846845717563247,0.12061407124416054,-0.5162505471078644,1.2936742070264637,-0.822420478108968
2021-08-26,0.06833973604674848,0.531936608413003,0.0318749640125879,-0.0977018563081312,-0.2012437568170085,-0.5535521500126365,1.4289125110653573,-1.0670010593259478
2021-08-27,0.1476888816557372,0.2808035138792714,0.11466286510873255,-0.07575821334706899,-0.19767684367947863,-0.5082613165006733,1.601015790447325,-0.9104062350180073
2021-08-30,0.6179583662721131,0.21056457226115433,0.16125848538434737,-0.33461739306245303,-0.0897155150294791,-0.10702694114450755,1.7806406988150087,-0.7537267545150013
2021-08-31,1.0599598998999464,0.004321214073627181,-0.068463223018654,-0.037434592611610064,-0.15217184334570832,-0.20269126573302385,1.4227054734306417,-0.7564058022444469
2021-09-01,0.5102104128256312,0.21588109790143228,-0.05375422180419372,0.04485663282485632,-0.1168108517658054,-0.1724943245498959,1.3391215947498951,-0.7770581489759734
2021-09-02,0.39494740342171164,0.2281167191720216,-0.16901861331956208,0.08971468386626444,0.06881392012957242,-0.06687533288993516,1.3365141464835482,-0.8498539199644806
2021-09-03,1.401000694941844,0.13455610099065912,0.037709797296100155,-0.030601568546396722,0.11751636850617012,0.01490534684378021,1.6139441986342287,-0.8532870229618924
2021-09-06,1.3371956268606047,0.06578825785244366,0.01828546152532532,0.014839672498499067,0.19929675576313371,0.018972576098134675,1.566060977848576,-0.9031500970513989
2021-09-07,1.1540122353144004,0.2427862409998828,-0.03579017785406574,0.03408874208273867,0.1841862234836962,0.09565116250843582,1.9979417336162877,-1.071693535535356
2021-09-08,1.789376769311133,0.42139467259455876,-0.16700432808189777,-0.19152260691528036,-0.06676617264319164,0.02956721742946392,1.7296749388672048,-1.2840465966997667
2021-09-09,2.3651679641805434,0.641360000053621,-0.20187571437563834,-0.18066895426908852,-0.137383288780814,-0.22593334833023712,1.2785964385534154,-1.321918608357244
2021-09-13,2.166617658231985,0.4908493357996722,-0.1325028574262528,-0.2786274671278641,-0.0770696820072081,0.14795067055200464,0.8082653123844574,-1.0915936388887906
2021-09-14,2.263158819279305,0.4409170049164023,-0.1240233912792596,-0.3966910977921887,-0.4666538358730151,-0.05352322492646635,0.8804662067120154,-1.102726674902105
2021-09-15,2.5323476628118664,0.7613275222472153,-0.3220804517215812,-0.6417189512685382,-0.5113408120554498,0.1276242921117797,0.6122149506494814,-0.8538772465491707
2021-09-16,2.707102737107723,1.3720476831591752,-0.49647674491015564,-0.5655777934594347,-0.5002939337018717,0.10343605896281344,0.3875414697280938,-0.8930672054548802
2021-09-17,2.1695765578992887,0.6130200280380523,-0.6503548643052122,-0.4165068662233878,-0.6841286416977692,0.17677436650335068,0.602947620472862,-0.34723166138461814
2021-09-20,1.6762287403937721,1.0359546781545574,-0.7735568348775866,-0.11915885719568269,-0.8978972609932804,0.21085263465612472,0.634853401373777,-0.13997100927899137
2021-09-21,2.5297184616807984,1.3152973272648134,-1.1166105708962637,-0.2619716976640804,-0.9589266360637968,0.06625613539174754,0.5643290747483569,0.09901028545983022
2021-09-22,3.094622731090956,1.3311225244822376,-0.997820091647114,-0.14564868220795135,-1.0054661352268914,0.4236490730351139,0.22610515303302792,-0.19930719979614966
2021-09-23,3.0406052035689,1.3086392906641275,-1.1532050521816888,-0.06990605867827537,-0.7860542473648001,0.6481806677647184,0.441131599164275,0.03894635276995401
2021-09-24,2.3547883294053875,1.3859248564597435,-1.1175241466837695,-0.30092962391902556,-0.48412211186254256,0.5600672614650863,0.639552347488242,-0.08956859814651356
2021-09-27,2.5624933616778236,1.2178555011335928,-1.169084071973606,-0.6597634892930301,-0.4030348833698791,0.5676025887849753,0.8437221370442435,0.07203676988107548
2021-09-28,3.3237984762248427,1.3738601979613494,-1.2610556510943747,-0.6718549092090375,-0.7777867763378338,0.4623966396712657,0.5296423837383385,-0.2609093500720757
2021-09-29,3.5876226287061455,1.3704839448500072,-1.4356598715872164,-0.8505952431732455,-0.9460296369436655,0.38764471718660454,-0.08677364742080441,-0.48468126183665433
2021-09-30,3.2380105107427677,1.6981384778532167,-1.365223349056671,-0.822371303738236,-0.7628584190753523,0.34394042021332294,-0.02440469292840847,-0.5705948209255838
2021-10-01,3.4776658654990475,1.653677543283497,-1.6065226775767285,-0.8066012029315774,-0.2233422557903831,0.5908499026910283,-0.20184709696377784,-0.2296255946592176
2021-10-04,3.4186822312287566,1.4830715042487297,-1.4661506201335797,-0.8210905449764269,-0.28942269769478585,0.651010810876075,-0.023989278580398034,0.013718538844060855
2021-10-05,3.4908172388401764,1.4627980717248648,-1.8400909184432304,-0.9641759408616093,-0.25347076156181997,0.5041493642309854,-0.24104722355552566,0.5713345918502544
2021-10-06,3.603824758220109,1.5111451082878344,-1.8039676588491447,-0.9131128333818027,-0.581394644400822,0.0447030432959647,-0.7625462367643949,0.8166564955340653
2021-10-07,3.5628600101193997,0.8865096422267622,-1.4917325660634175,-0.7092819856925479,-0.5313988897449516,0.10697550625729793,-0.7477512872986707,0.7921366342373033
2021-10-08,3.241239993095239,0.7154590208521606,-1.570779239715751,-0.4125636353824263,-0.2837541936933393,0.1535793948903041,-0.03598450547888016,0.8794997262968832
2021-10-11,3.254765176760691,0.5319243783436003,-1.5788572002122507,-0.7079951705428501,-0.24189253100193533,0.5750131259088452,0.034308095319908215,0.9239926511296965
2021-10-12,3.268470667081583,0.6930763984355837,-0.9741868251248812,-0.26010554949488235,-0.14349745516261295,0.29784928865104,0.3191008220062108,0.7822639590623552
2021-10-13,2.9035773830112346,0.36295194405605363,-1.001194129916737,0.0045590887043639085,-0.028421194972843712,0.42323395210708475,0.5574567027555275,0.709928778793721
2021-10-14,2.5897495200947542,-0.06525346353631241,-0.8734162637823855,0.43633664452327414,0.07756543523970943,-0.037247087457008186,0.46226390910281,0.5693097780010568
2021-10-18,2.467968742022783,-0.3518553478220971,-0.7197177592476002,-0.10989933305067338,0.19586959284298525,0.0024264386370763777,0.659768246554383,0.6252008826883623
2021-10-19,2.4749285563877574,0.14465767811795313,-1.0987123984181588,0.13312579732472088,0.04172811147786492,0.18764800986755106,0.6566965964787396,0.30366229027540526
2021-10-20,2.4276415005349854,-0.11785434119284136,-0.9030436078767443,-0.24152534015480925,0.2226443490014126,0.11572191932260928,0.5943539195575339,0.06125838708051733
2021-10-21,2.178112447229074,-1.0065399972819213,-0.2445864464557059,0.1573571236790675,0.35654171134615403,0.6617294289031442,0.30472999501422826,0.36597721183367926
2021-10-22,1.3928696736090243,-1.3846549888232618,-0.2881868847187478,0.1194533555596237,0.6271003903004476,0.2625315249850302,0.6857786820529155,0.8990589736850196
2021-10-25,1.0309346892812354,-0.8044533635927353,-0.6331794993239926,-0.24986194028483366,1.103702131165023,-0.3868356097092347,0.1480455994550326,0.7172652255998316
2021-10-26,1.3845898886376629,-1.105953460337376,-0.3170501897867113,0.08680487960851205,0.45895605314938565,-0.21865993489696575,0.4782860390163731,0.9203076136924664
2021-10-27,0.8227882497583631,-1.0419522248352282,-0.1553939554904885,0.2915008035319425,0.5149798676244919,-0.12093240467977757,0.04356436808921042,0.7795759901404682
2021-10-28,-0.8890769507941796,-0.8316283631394207,0.04862578351679911,0.5652100066118875,0.9399530054558831,-0.17728475637204896,0.4097726601932093,0.8358293540758329
2021-10-29,-2.047136805155274,-0.7812172458428459,0.21736677090544462,0.7500046114069326,1.0535420120045251,-0.40271817459072456,0.6627512905258715,0.9950850718128551
2021-11-01,-1.5288207535709872,-0.9633511233116924,0.35886076039182235,0.6308294506402982,0.8139935306740796,-0.13037732077168362,0.8130281637214727,1.2013878606172788
2021-11-02,-2.08041474972412,-0.6100832262303908,0.5592898944971646,0.6556290429282498,0.29033935896953217,-0.31927624656954917,0.8122570414250107,1.072336200512966
2021-11-03,-2.0642572790166076,-0.773685980809824,0.5149251011581609,0.48433722095352855,0.37555840549771813,-0.46719451865747175,0.5026878481907388,1.0369619702216952
2021-11-04,-2.6700580331531913,-0.7387260057368554,1.0128192835833638,0.545459427261368,0.40004760848051935,-0.48908568511314515,0.3761766181412085,0.3651185497618158
2021-11-08,-1.9590225398702863,-1.5072755311316128,1.0570190130683803,0.003638787022788851,0.6592364479353867,-0.42286747759779475,0.5989724007607912,0.15599185915055183
2021-11-09,-1.8700373006425286,-0.9355825023546864,0.9515022025109574,-0.024328183878405532,0.5863330373769077,-0.489472317050547,0.6390435801481875,0.4234195617857976
2021-11-10,-1.8695458081496354,-0.9004047511524431,1.1737885500935237,-0.13805333747751186,0.529092937223461,-0.6130768419002517,0.29128273155877166,0.5002111479084186
2021-11-11,-2.370564123964374,-1.0007283598488697,1.2878638419265,0.09218632597860733,0.6713777918903605,-0.7055330748060078,0.48357675236116,0.26688439064734326
2021-11-12,-2.4115213695488302,-1.0275880958021157,0.5667364353954453,-0.32545417288753903,0.619733173333435,-0.849180442910478,0.6344290777913568,0.07480641224115585
2021-11-15,-2.2921318580649745,-0.8302536627153173,0.7894924853483973,-0.5051370796254702,0.491039504120569,-1.2149923655054617,0.49156075182365633,0.3285736040347495
2021-11-16,-2.9256049683085696,-0.4052529558367713,0.7733813414233781,-0.8562090271283349,0.4050955125429715,-0.8189121537128123,0.5315715038653068,0.46127650834509143
2021-11-17,-3.682612030309623,-0.21806605753417213,0.6673197021884262,-0.6350939028992417,0.3117516564703917,-0.8125230911261418,0.3226496335646744,0.597278325071509
2021-11-18,-3.4863938691462866,-0.3939263074999946,0.9739237834273955,-0.3708345451920579,0.2373919743229283,-0.8191901499867207,0.19677981810234735,0.8162835364790171
2021-11-22,-3.955875613898497,-0.7600938588640503,1.0021686249915385,-0.5794831656473034,0.11734779643190736,-0.6137242723155492,0.09976289243307979,1.2175352076493025
2021-11-23,-3.576392242178605,-0.3019042680793427,0.3818045064400278,-0.7378326431717236,0.47014454082764995,-0.7172256036542417,0.2722280425559592,0.7805000708817269
2021-11-24,-2.9464036185779117,-0.02352539113392993,0.38600296313607746,-1.0238284356218914,0.0922009401602999,-0.606633997676506,-0.11310168652002597,0.7142937791433931
2021-11-25,-2.9540904476632273,-0.31909642777965574,0.4641241837317669,-0.44469458128367084,-0.37982358434112434,-0.20602856000577235,0.9111211417368111,0.47408941881086364
2021-11-26,-4.257048935982482,0.19939435572812916,0.18722782953770956,-0.6561285837129041,0.38841765163838526,-0.10117746228470607,0.350907580529957,0.4901043119020559
2021-11-29,-4.486177062203016,0.445648893047372,-0.13076222641244348,-0.7447027554196057,0.17018962354913222,-0.19502186686464876,0.840014785226168,0.3735591586399009
2021-11-30,-3.508050343092383,0.48565718822422743,-0.08780460756690855,-0.6009831510361501,0.0712697732947868,-0.2834518532548835,0.22731066267895692,0.42157960745749773
2021-12-01,-2.9328730303336763,0.4552229926329087,-0.054127833562840524,-0.4380676975369556,0.19318343087334722,0.024929496645250855,0.6712306408118163,0.3214994429024895
2021-12-02,-2.92410419844593,0.28215770190239947,-0.10809308269351307,-0.7280275536174534,0.26491749942792936,-0.17015537146337847,0.8098551000831047,-0.022791684769614923
2021-12-03,-2.5634099015401075,-0.074309696890325,-0.10499110797938987,-0.9531653311536648,0.2061838832580431,-0.22397650902805546,0.5584918588446636,0.008204638734245834
2021-12-06,-2.974090691233092,0.20467967714526697,-0.1133915198622206,-0.9526171771884798,0.16038367123055897,-0.28143329520488775,0.5021290086851187,-0.08660715976378429
2021-12-07,-2.9942705730074604,0.3127566479770589,0.001314127405983189,-0.9659862244740971,0.1067503360512848,-0.13543099729826963,0.6215659347102499,0.06319824186692867
2021-12-08,-3.54113688206449,1.0242588217458568,-0.11664355196802045,-0.6055268927064984,0.14468334706033753,0.10347362416001235,0.9013275023622273,0.08957887860478261
2021-12-09,-3.435475131074631,0.7445016874854221,-0.15411079010592132,-0.7661250942813242,0.2622848621260187,0.26085896108774725,1.0032928072922143,-0.07475714836402451
2021-12-10,-3.366629666217824,0.6355021989421433,0.030368835218673753,-0.8005924863877234,0.3034513234507181,0.4500353227602229,0.9081950412924719,0.0077202944681409764
2021-12-13,-3.5685390608343206,0.7406930057620206,-0.2515879468899927,-0.7238459384589071,0.2993152623621275,0.24074400091939938,0.5548427981175064,0.2175667870602178
2021-12-14,-3.8222676163054072,0.5786801050872313,-0.17949323195628608,-0.6907803180833303,0.4274687929368053,0.39755134004352854,0.312706155720159,0.5654718757486356
2021-12-15,-4.021970444811233,0.7146481718771671,-0.40962992578295765,-0.5106084700598533,0.42309888200906764,0.8173568433140262,0.17741784551035145,0.3654525349548632
2021-12-16,-3.3982958393392364,0.3761968715877564,-0.23503472231778114,-0.29280875584975796,0.2517671905902075,0.9584496249159142,0.541812023182375,0.312238324041942
2021-12-17,-3.622650460347258,0.1441073631053934,-0.37169492515819663,-0.010310470291332684,0.43807648009987554,1.0941177714920947,0.29889611472957006,0.1969773198174448
2021-12-20,-4.739622873231032,0.16322400096945763,-0.3741918282495986,-0.2601038025421712,0.5363605112094274,1.1986322625989871,0.4225355870916571,0.4901170940034465
2021-12-21,-3.0828825892483005,0.5577649588644503,-0.6851801586455551,-0.1762617529756456,0.47397025507364354,0.9360964350572251,0.36615715648900005,-0.18050557066184994
2021-12-22,-3.186595477052232,0.22745829988267063,-0.5082433495446392,-0.00042609827625273464,0.19967460802640474,0.8068073529078167,0.6926471254357354,-0.1597117203993783
2021-12-23,-2.9431781599577755,0.23810729045000206,0.052696276644780035,0.14819372500151068,0.4348186257891394,0.9912922973931398,0.8883850058202009,-0.1934228971926485
2021-12-24,-3.3874294002133167,-0.09094180637353297,0.22083033018177214,-0.12481242690722398,0.41226420780505685,0.9883715773357307,0.33704371933892135,-0.051139858103028145
2021-12-27,-2.265201784194621,-0.47975590510107663,0.3530645104781268,-0.02549328323201309,0.019137290984558023,0.8880501025894042,0.533457784329424,-0.11843636927155068
2021-12-28,-1.1950707860539775,-0.5075939734704885,0.411936502902333,-0.03873059718561861,0.22074382352609148,0.8622740131007692,0.08551902061718865,-0.06784269217050878
2021-12-29,-1.4453623106920173,-0.7716995840641181,0.242460167162471,-0.33248080279773806,0.3568794081598837,0.9286134341267754,0.6548137100142338,0.043485603147493966
2021-12-30,-1.7212315590733605,-0.5108142182546229,-0.00590970676568438,-0.46852117283505673,0.04936809631855353,0.45095864373714756,0.0602670675667214,0.056041493260318494
2021-12-31,-1.867070500544037,-0.5185221663020574,0.15001957548487035,-0.08041547171299336,0.10912782580553534,0.44236243321528407,-0.02838001369641626,0.2948763148652482
2022-01-03,-1.3747435855232715,-0.24794863606822043,0.15571586837558585,-0.054713633877891465,0.09622129253749159,0.8782740668005126,0.3527176795151432,0.03236290221072129
2022-01-04,-0.7659624047007763,-0.1297348809375999,0.06288574699203656,0.21316791073251495,0.1678540602003114,0.7757812624544289,0.7556121545893677,0.2741329349495229
2022-01-05,-0.5945407722557121,-0.6107337885432056,-0.04922573936976568,0.12835733009844782,0.16115681164374715,0.5784311937634151,0.6834750230696405,0.2934161671664074
2022-01-06,-0.7418804403299976,-0.6521638684141773,0.001869911195807198,-0.2516519526069344,0.30023053720152443,0.5389225686091244,0.2532435796991912,0.27149131155850104
2022-01-07,-0.3442488127716217,-0.23565249814309913,-0.2855976516967207,-0.411507578944993,-0.08467490625826576,0.10465860913896098,-0.027200518055113726,0.32763523116111287
2022-01-10,-0.11699465439430577,-0.15456057213553775,-0.40951147531158827,-0.5670878935413837,-0.21067165667282978,0.21427616441151776,-0.1230705174861747,0.2939238280940933
2022-01-11,0.26113360245641226,0.16500267486055642,-0.05578928326452183,-0.5122760223245882,-0.2361159482780505,0.230322142119666,0.2810057162859737,0.3751013581442464
2022-01-12,0.6851785551110907,0.5897708450313675,-0.161672013056117,-0.3446785058013431,-0.4142046058478707,0.08751987626948626,0.576665430188791,0.15813495002817965
